,False
2020-12-16,0
2020-12-17,0
2020-12-18,0
2020-12-19,0
2020-12-20,0
2020-12-21,0
2020-12-22,0
2020-12-23,0
2020-12-24,0
2020-12-25,0
2020-12-26,0
2020-12-27,0
2020-12-28,0
2020-12-29,14
2020-12-30,35
2020-12-31,56
2021-01-01,98
2021-01-02,126
2021-01-03,126
2021-01-04,196
2021-01-05,357
2021-01-06,574
2021-01-07,1022
2021-01-08,2135
2021-01-09,3297
2021-01-10,3850
2021-01-11,5411
2021-01-12,7364
2021-01-13,9485
2021-01-14,12159
2021-01-15,15666
2021-01-16,18095
2021-01-17,19145
2021-01-18,21336
2021-01-19,23443
2021-01-20,26089
2021-01-21,29827
2021-01-22,34860
2021-01-23,38528
2021-01-24,40299
2021-01-25,42784
2021-01-26,45710
2021-01-27,48587
2021-01-28,51366
2021-01-29,54600
2021-01-30,57400
2021-01-31,59115
2021-02-01,60935
2021-02-02,63021
2021-02-03,65296
2021-02-04,68222
2021-02-05,72373
2021-02-06,77357
2021-02-07,80192
2021-02-08,82866
2021-02-09,85442
2021-02-10,88375
2021-02-11,91721
2021-02-12,97244
2021-02-13,104440
2021-02-14,108997
2021-02-15,114100
2021-02-16,118930
2021-02-17,124369
2021-02-18,131754
2021-02-19,140196
2021-02-20,152845
2021-02-21,157430
2021-02-22,164094
2021-02-23,170695
2021-02-24,177625
2021-02-25,187257
2021-02-26,197036
2021-02-27,208761
2021-02-28,215257
2021-03-01,222264
2021-03-02,231504
2021-03-03,244790
2021-03-04,264754
2021-03-05,292166
2021-03-06,323694
2021-03-07,338583
2021-03-08,356174
2021-03-09,382431
2021-03-10,421757
2021-03-11,469567
2021-03-12,539896
2021-03-13,650055
2021-03-14,711809
2021-03-15,822759
2021-03-16,945637
2021-03-17,1062551
2021-03-18,1126440
2021-03-19,1203251
2021-03-20,1287195
2021-03-21,1328600
2021-03-22,1362459
2021-03-23,1388933
2021-03-24,1398663
2021-03-25,1398677
total,2790466
