,False
2020-11-30,0
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,0
2020-12-05,0
2020-12-06,0
2020-12-07,0
2020-12-08,413
2020-12-09,1064
2020-12-10,1764
2020-12-11,2562
2020-12-12,3234
2020-12-13,3682
2020-12-14,4396
2020-12-15,5698
2020-12-16,7280
2020-12-17,9359
2020-12-18,11431
2020-12-19,13069
2020-12-20,15323
2020-12-21,18214
2020-12-22,20944
2020-12-23,23989
2020-12-24,25543
2020-12-25,25557
2020-12-26,25704
2020-12-27,26103
2020-12-28,26824
2020-12-29,29036
2020-12-30,33628
2020-12-31,38066
2021-01-01,39326
2021-01-02,40831
2021-01-03,42028
2021-01-04,44310
2021-01-05,48748
2021-01-06,54621
2021-01-07,62615
2021-01-08,70875
2021-01-09,78036
2021-01-10,82880
2021-01-11,88991
2021-01-12,96327
2021-01-13,104475
2021-01-14,112931
2021-01-15,121772
2021-01-16,129192
2021-01-17,135009
2021-01-18,141365
2021-01-19,148694
2021-01-20,156324
2021-01-21,163282
2021-01-22,170254
2021-01-23,175966
2021-01-24,179767
2021-01-25,184079
2021-01-26,189126
2021-01-27,194243
2021-01-28,199626
2021-01-29,205219
2021-01-30,209622
2021-01-31,213045
2021-02-01,216258
2021-02-02,220024
2021-02-03,223944
2021-02-04,227682
2021-02-05,230510
2021-02-06,232491
2021-02-07,233555
2021-02-08,235039
2021-02-09,237377
2021-02-10,240128
2021-02-11,243264
2021-02-12,246337
2021-02-13,248395
2021-02-14,249354
2021-02-15,250579
2021-02-16,255185
2021-02-17,264481
2021-02-18,272636
2021-02-19,278285
2021-02-20,281407
2021-02-21,282520
2021-02-22,284032
2021-02-23,292159
2021-02-24,304500
2021-02-25,317436
2021-02-26,329056
2021-02-27,336777
2021-02-28,338450
2021-03-01,338968
2021-03-02,339654
2021-03-03,340438
2021-03-04,341285
2021-03-05,342041
2021-03-06,342636
2021-03-07,342909
2021-03-08,343238
2021-03-09,343721
2021-03-10,344260
2021-03-11,344904
2021-03-12,345366
total,3076864
