,1,2,3,4,5,0
2020-12-08,35,7,7,14,21,0
2020-12-09,105,42,42,63,70,0
2020-12-10,189,77,77,105,119,0
2020-12-11,287,126,112,154,175,7
2020-12-12,350,161,140,182,210,7
2020-12-13,399,168,161,210,238,14
2020-12-14,455,203,203,245,294,14
2020-12-15,595,266,301,322,378,21
2020-12-16,749,357,399,427,476,28
2020-12-17,1001,441,539,553,609,35
2020-12-18,1246,511,693,707,777,35
2020-12-19,1519,623,833,833,924,42
2020-12-20,1813,735,973,994,1141,49
2020-12-21,2149,882,1141,1204,1337,63
2020-12-22,2457,1008,1330,1400,1526,70
2020-12-23,2779,1183,1512,1596,1771,77
2020-12-24,2926,1253,1610,1701,1904,84
2020-12-25,2926,1253,1610,1708,1904,84
2020-12-26,2940,1267,1610,1715,1904,84
2020-12-27,2975,1281,1638,1743,1925,84
2020-12-28,3052,1309,1673,1785,1960,84
2020-12-29,3346,1442,1813,1939,2093,84
2020-12-30,3948,1722,2093,2247,2380,105
2020-12-31,4487,1960,2380,2583,2653,112
2021-01-01,4620,2023,2464,2660,2751,119
2021-01-02,4788,2086,2534,2765,2842,119
2021-01-03,4879,2142,2597,2849,2919,119
2021-01-04,5082,2233,2709,2975,3017,133
2021-01-05,5481,2415,2933,3213,3241,147
2021-01-06,6132,2688,3311,3549,3619,161
2021-01-07,7126,3157,3815,4095,4144,189
2021-01-08,8218,3696,4403,4718,4760,210
2021-01-09,9198,4123,4956,5292,5418,231
2021-01-10,9807,4354,5243,5579,5747,245
2021-01-11,10325,4564,5516,5894,6034,252
2021-01-12,11025,4858,5887,6286,6419,280
2021-01-13,12040,5313,6398,6839,6930,301
2021-01-14,13258,5859,6951,7427,7532,322
2021-01-15,14490,6349,7567,8050,8211,350
2021-01-16,15344,6797,8120,8596,8834,385
2021-01-17,15911,7098,8533,9009,9233,399
2021-01-18,16653,7406,8953,9429,9611,413
2021-01-19,17612,7882,9499,9996,10220,441
2021-01-20,18739,8484,10220,10633,10808,462
2021-01-21,19957,9107,11151,11312,11417,483
2021-01-22,21455,9982,12313,12285,12180,511
2021-01-23,22946,10738,13461,13300,13041,546
2021-01-24,24129,11193,14042,13923,13503,560
2021-01-25,24738,11543,14420,14287,13797,581
2021-01-26,25445,11851,14784,14623,14147,595
2021-01-27,26369,12362,15246,15064,14567,616
2021-01-28,28441,13216,16310,16373,15589,658
2021-01-29,31577,14357,17997,18095,17262,728
2021-01-30,34475,15715,20090,19999,18333,756
2021-01-31,38843,17143,22078,22526,20552,812
2021-02-01,42595,18676,23989,24409,22183,875
2021-02-02,45794,20279,26075,26719,24584,952
2021-02-03,50554,22547,28630,29225,26880,1029
2021-02-04,55426,24577,30807,31514,28623,1092
2021-02-05,58023,25844,32046,32662,29624,1183
2021-02-06,59563,26733,33040,33173,30072,1211
2021-02-07,59990,27027,33509,33502,30331,1218
2021-02-08,61453,27734,34370,34454,31276,1253
2021-02-09,70070,31094,38696,40460,38444,1491
2021-02-10,83776,37555,46781,48944,48125,1764
2021-02-11,108577,47425,59192,62986,63042,2618
2021-02-12,129689,57505,71736,76706,77833,3479
2021-02-13,142541,63567,79534,84679,87010,3990
2021-02-14,146090,65723,82467,87675,90342,4172
2021-02-15,149394,67634,84672,89684,92337,4249
2021-02-16,162736,73311,91161,97111,99176,4606
2021-02-17,180061,81452,101234,107464,109270,5215
2021-02-18,191121,86555,107401,114429,116067,5551
2021-02-19,197330,89194,110768,117509,119035,5768
2021-02-20,200004,90790,112791,119581,120995,5908
2021-02-21,200494,91049,113064,119763,121212,5922
2021-02-22,201159,91525,113400,120092,121485,5971
2021-02-23,204155,93121,115493,122143,123704,6167
2021-02-24,209685,95942,119630,126154,127379,6391
2021-02-25,215558,98616,123011,129661,130599,6503
2021-02-26,220444,101318,126343,132636,133280,6636
2021-02-27,223566,102921,127939,134134,134638,6720
2021-02-28,224315,103894,128464,134365,134841,6762
2021-03-01,224693,104118,128625,134498,134890,6762
2021-03-02,224826,104188,128744,134568,134939,6762
2021-03-03,225092,104286,128828,134645,134988,6783
2021-03-04,225211,104377,128912,134729,135072,6790
2021-03-05,225344,104454,128975,134778,135107,6790
2021-03-06,225400,104475,129010,134799,135128,6790
2021-03-07,225435,104482,129024,134806,135135,6790
2021-03-08,225463,104496,129031,134820,135149,6790
2021-03-09,225526,104517,129059,134862,135184,6790
2021-03-10,225659,104545,129101,134897,135240,6804
2021-03-11,225750,104580,129122,134925,135268,6804
2021-03-12,225771,104587,129129,134939,135289,6804
total,769692,355047,425523,446950,450282,21518
