,F,M
2020-12-19,0,0
2020-12-20,0,0
2020-12-21,0,0
2020-12-22,0,0
2020-12-23,0,0
2020-12-24,0,0
2020-12-25,0,0
2020-12-26,0,0
2020-12-27,0,0
2020-12-28,0,0
2020-12-29,0,0
2020-12-30,7,0
2020-12-31,7,0
2021-01-01,35,7
2021-01-02,56,14
2021-01-03,56,14
2021-01-04,70,21
2021-01-05,112,28
2021-01-06,168,35
2021-01-07,280,56
2021-01-08,616,140
2021-01-09,1008,238
2021-01-10,1225,280
2021-01-11,1757,455
2021-01-12,2478,630
2021-01-13,3206,826
2021-01-14,4074,1057
2021-01-15,5243,1365
2021-01-16,6048,1575
2021-01-17,6370,1666
2021-01-18,7126,1869
2021-01-19,7889,2072
2021-01-20,8799,2345
2021-01-21,10192,2702
2021-01-22,12054,3269
2021-01-23,13251,3675
2021-01-24,13909,3850
2021-01-25,14770,4165
2021-01-26,15778,4550
2021-01-27,16646,4893
2021-01-28,17465,5229
2021-01-29,18396,5579
2021-01-30,19264,5894
2021-01-31,19803,6111
2021-02-01,20349,6377
2021-02-02,20951,6657
2021-02-03,21539,6944
2021-02-04,22323,7343
2021-02-05,23387,7819
2021-02-06,24507,8351
2021-02-07,25179,8680
2021-02-08,25788,8967
2021-02-09,26418,9289
2021-02-10,27097,9639
2021-02-11,27937,10052
2021-02-12,29288,10731
2021-02-13,30975,11501
2021-02-14,32011,11984
2021-02-15,33089,12516
2021-02-16,34167,13139
2021-02-17,35455,13888
2021-02-18,37072,14791
2021-02-19,38724,15764
2021-02-20,40873,17080
2021-02-21,41874,17843
2021-02-22,43169,18865
2021-02-23,44583,19859
2021-02-24,46151,20867
2021-02-25,48258,22134
2021-02-26,50428,23464
2021-02-27,52745,24836
2021-02-28,54257,25844
2021-03-01,55846,26824
2021-03-02,57715,28105
2021-03-03,60459,29939
2021-03-04,64323,32718
2021-03-05,68460,35616
2021-03-06,72926,38927
2021-03-07,74207,39802
2021-03-08,75565,40691
2021-03-09,77378,42098
2021-03-10,79576,43701
2021-03-11,82299,46046
2021-03-12,89089,52514
2021-03-13,104384,68306
2021-03-14,109725,73815
2021-03-15,116928,81158
2021-03-16,130095,94703
2021-03-17,150101,116627
2021-03-18,182679,152929
2021-03-19,216678,191443
2021-03-20,273028,255549
2021-03-21,292628,280000
2021-03-22,309617,302477
2021-03-23,326452,324093
2021-03-24,341488,343371
2021-03-25,341495,343371
total,640570,655522
