,F,M
2020-12-20,0,0
2020-12-21,0,0
2020-12-22,0,0
2020-12-23,0,0
2020-12-24,0,0
2020-12-25,0,0
2020-12-26,0,0
2020-12-27,0,0
2020-12-28,0,0
2020-12-29,0,0
2020-12-30,0,0
2020-12-31,0,0
2021-01-01,7,0
2021-01-02,7,0
2021-01-03,7,7
2021-01-04,28,14
2021-01-05,56,21
2021-01-06,91,35
2021-01-07,182,77
2021-01-08,413,168
2021-01-09,672,308
2021-01-10,784,378
2021-01-11,1057,497
2021-01-12,1421,658
2021-01-13,1750,805
2021-01-14,2233,1106
2021-01-15,2989,1624
2021-01-16,3535,1862
2021-01-17,3717,1988
2021-01-18,4067,2191
2021-01-19,4494,2450
2021-01-20,4998,2744
2021-01-21,6251,3661
2021-01-22,7616,4529
2021-01-23,9114,5628
2021-01-24,9758,6076
2021-01-25,10703,6804
2021-01-26,11914,7917
2021-01-27,13468,9107
2021-01-28,14987,10395
2021-01-29,16940,11963
2021-01-30,19551,14119
2021-01-31,20622,14966
2021-02-01,22834,17087
2021-02-02,25018,19019
2021-02-03,27230,21028
2021-02-04,32242,25746
2021-02-05,43015,35987
2021-02-06,58247,49924
2021-02-07,66815,58394
2021-02-08,76412,67669
2021-02-09,88760,79926
2021-02-10,105273,96292
2021-02-11,128086,117957
2021-02-12,160608,149842
2021-02-13,203245,190953
2021-02-14,220927,207704
2021-02-15,241451,227759
2021-02-16,263795,249746
2021-02-17,283108,268779
2021-02-18,302848,288225
2021-02-19,317702,303205
2021-02-20,332514,317583
2021-02-21,338170,323428
2021-02-22,345317,330960
2021-02-23,352261,337946
2021-02-24,359261,344855
2021-02-25,367136,352513
2021-02-26,374157,359492
2021-02-27,379904,365022
2021-02-28,382676,367675
2021-03-01,385336,370195
2021-03-02,388213,373051
2021-03-03,391629,376257
2021-03-04,395780,380226
2021-03-05,400624,384762
2021-03-06,404873,389039
2021-03-07,406063,390292
2021-03-08,407995,392350
2021-03-09,409507,393876
2021-03-10,411117,395500
2021-03-11,412657,397054
2021-03-12,413322,397782
2021-03-13,413322,397789
total,711382,684341
