,0,1,2,3,4,5
2020-12-08,0,0,7,7,7,14
2020-12-09,0,14,28,28,42,42
2020-12-10,0,28,49,49,63,70
2020-12-11,7,49,77,63,91,98
2020-12-12,7,70,98,84,105,112
2020-12-13,14,91,105,98,119,133
2020-12-14,14,98,126,126,140,161
2020-12-15,21,126,161,182,182,203
2020-12-16,28,154,210,231,231,245
2020-12-17,35,203,259,294,301,301
2020-12-18,35,238,294,378,385,378
2020-12-19,42,287,336,462,448,448
2020-12-20,49,329,392,532,518,553
2020-12-21,63,392,455,616,616,644
2020-12-22,70,448,518,707,714,728
2020-12-23,77,518,623,819,819,833
2020-12-24,84,546,658,868,882,896
2020-12-25,84,546,658,868,889,896
2020-12-26,84,546,665,868,889,896
2020-12-27,84,553,672,882,910,910
2020-12-28,84,567,686,910,931,931
2020-12-29,84,623,756,987,994,994
2020-12-30,105,756,910,1148,1176,1148
2020-12-31,112,875,1050,1309,1379,1316
2021-01-01,119,903,1078,1351,1414,1365
2021-01-02,126,938,1099,1379,1463,1414
2021-01-03,126,952,1120,1414,1491,1442
2021-01-04,133,987,1169,1477,1568,1491
2021-01-05,147,1057,1260,1589,1687,1603
2021-01-06,168,1162,1407,1778,1876,1785
2021-01-07,189,1365,1701,2072,2170,2051
2021-01-08,210,1610,2002,2415,2492,2345
2021-01-09,231,1799,2254,2723,2786,2695
2021-01-10,245,1876,2380,2884,2954,2856
2021-01-11,259,1995,2513,3066,3157,3052
2021-01-12,294,2163,2716,3346,3423,3304
2021-01-13,322,2401,2968,3703,3780,3605
2021-01-14,357,2688,3325,4067,4144,4004
2021-01-15,392,3024,3703,4550,4564,4459
2021-01-16,434,3311,4039,4928,4942,4872
2021-01-17,455,3444,4242,5208,5215,5117
2021-01-18,483,3633,4445,5488,5495,5397
2021-01-19,518,3864,4802,5873,5901,5803
2021-01-20,553,4256,5215,6356,6356,6258
2021-01-21,602,4697,5684,6986,6895,6769
2021-01-22,665,5208,6377,7889,7735,7511
2021-01-23,728,5635,6923,8659,8512,8183
2021-01-24,770,5908,7245,9079,8925,8603
2021-01-25,812,6153,7595,9506,9366,8939
2021-01-26,861,6482,8015,10073,9856,9380
2021-01-27,903,6881,8547,10759,10451,9856
2021-01-28,987,7392,9177,11634,11298,10647
2021-01-29,1113,7987,9863,12663,12362,11690
2021-01-30,1183,8540,10654,13489,13216,12278
2021-01-31,1246,9051,11396,14392,14119,12915
2021-02-01,1351,9975,12523,15869,15407,13706
2021-02-02,1456,10696,13636,17192,16863,14945
2021-02-03,1568,12068,15092,18921,18480,16751
2021-02-04,1771,13951,16968,21161,20580,18732
2021-02-05,2030,15554,19292,23884,23149,20601
2021-02-06,2464,17787,22204,28021,26502,23933
2021-02-07,2793,19194,23877,30002,28602,25802
2021-02-08,3038,20566,25928,32851,31234,28525
2021-02-09,3521,23688,29862,37989,38353,36141
2021-02-10,4200,29225,37198,47894,48517,46914
2021-02-11,5719,37828,46746,60858,63763,62811
2021-02-12,7245,47138,59402,77098,80591,79576
2021-02-13,8799,57113,72695,97034,100331,99715
2021-02-14,9443,61187,78330,105357,109557,108815
2021-02-15,10087,65933,84847,113939,119161,118909
2021-02-16,11046,72401,93807,125132,132069,131733
2021-02-17,12222,79702,103670,137886,146132,146244
2021-02-18,13160,85218,111664,147546,157199,157493
2021-02-19,13867,89208,117789,155729,165627,166124
2021-02-20,14539,92841,122661,163492,172648,173348
2021-02-21,14770,94143,124768,166229,175378,176113
2021-02-22,15092,96173,127743,170037,179172,179886
2021-02-23,15568,98546,130949,174503,183435,184107
2021-02-24,16079,101773,135296,180292,189189,189756
2021-02-25,16513,105140,139468,185465,194530,194761
2021-02-26,16877,108409,143808,190939,199640,199304
2021-02-27,17178,111090,146776,194376,203112,202363
2021-02-28,17367,112189,148834,196343,204715,203903
2021-03-01,17465,113029,149961,197596,205723,204841
2021-03-02,17661,113897,151158,198884,206836,205772
2021-03-03,17892,115094,152495,200375,208117,206808
2021-03-04,18179,116879,154476,202454,209888,208264
2021-03-05,18375,118699,156296,204666,211813,209853
2021-03-06,18529,120176,157871,206528,213675,211449
2021-03-07,18564,120631,158263,206983,214081,211792
2021-03-08,18641,121345,158921,207711,214760,212310
2021-03-09,18718,121954,159600,208418,215292,212807
2021-03-10,18760,122451,160167,209055,215768,213248
total,21518,153517,188860,237132,239659,232603
