,F,M
2020-12-08,28,21
2020-12-09,98,63
2020-12-10,182,91
2020-12-11,259,133
2020-12-12,329,161
2020-12-13,378,189
2020-12-14,441,231
2020-12-15,588,294
2020-12-16,735,378
2020-12-17,938,462
2020-12-18,1169,560
2020-12-19,1379,651
2020-12-20,1610,770
2020-12-21,1911,882
2020-12-22,2170,1022
2020-12-23,2492,1211
2020-12-24,2639,1309
2020-12-25,2639,1309
2020-12-26,2639,1316
2020-12-27,2688,1330
2020-12-28,2758,1365
2020-12-29,2989,1463
2020-12-30,3549,1701
2020-12-31,4102,1960
2021-01-01,4221,2016
2021-01-02,4354,2065
2021-01-03,4452,2093
2021-01-04,4648,2170
2021-01-05,5033,2296
2021-01-06,5614,2520
2021-01-07,6496,2975
2021-01-08,7413,3444
2021-01-09,8225,3850
2021-01-10,8666,4032
2021-01-11,9107,4235
2021-01-12,9716,4515
2021-01-13,10507,4872
2021-01-14,11438,5327
2021-01-15,12446,5859
2021-01-16,13377,6321
2021-01-17,14028,6657
2021-01-18,14616,6965
2021-01-19,15512,7462
2021-01-20,16534,8057
2021-01-21,17507,8680
2021-01-22,18781,9597
2021-01-23,19978,10444
2021-01-24,20727,10955
2021-01-25,21259,11284
2021-01-26,21770,11613
2021-01-27,22351,11949
2021-01-28,23639,12824
2021-01-29,25123,14007
2021-01-30,26159,14763
2021-01-31,27748,16100
2021-02-01,30030,18032
2021-02-02,32165,19978
2021-02-03,34993,22575
2021-02-04,37226,24486
2021-02-05,38633,25725
2021-02-06,39900,26908
2021-02-07,40404,27419
2021-02-08,41300,28315
2021-02-09,48664,35420
2021-02-10,58730,45087
2021-02-11,75383,61180
2021-02-12,92638,77644
2021-02-13,104244,88326
2021-02-14,108311,92309
2021-02-15,110971,94990
2021-02-16,121128,105056
2021-02-17,135709,119679
2021-02-18,143934,127694
2021-02-19,148869,132496
2021-02-20,151529,135191
2021-02-21,151956,135625
2021-02-22,152551,136199
2021-02-23,155470,138992
2021-02-24,160965,144102
2021-02-25,165263,148127
2021-02-26,169911,152397
2021-02-27,172543,154924
2021-02-28,173411,155778
2021-03-01,173495,155869
2021-03-02,173649,156009
2021-03-03,173838,156191
2021-03-04,173950,156303
2021-03-05,173992,156331
2021-03-06,174013,156352
2021-03-07,174034,156366
2021-03-08,174041,156373
2021-03-09,174069,156401
2021-03-10,174118,156450
2021-03-11,174167,156499
2021-03-12,174202,156527
2021-03-13,174342,156653
2021-03-14,174342,156653
2021-03-15,174349,156660
2021-03-16,174356,156660
2021-03-17,174370,156674
total,548044,525035
