,False,True
2020-12-29,14,7
2020-12-30,28,7
2020-12-31,49,21
2021-01-01,49,21
2021-01-02,63,21
2021-01-03,70,21
2021-01-04,98,28
2021-01-05,252,63
2021-01-06,637,154
2021-01-07,973,231
2021-01-08,1470,343
2021-01-09,2191,483
2021-01-10,3010,672
2021-01-11,3451,777
2021-01-12,3780,833
2021-01-13,3850,854
2021-01-14,3920,868
2021-01-15,3941,868
2021-01-16,3948,868
2021-01-17,3955,868
2021-01-18,3962,875
2021-01-19,3990,882
2021-01-20,4025,882
2021-01-21,4046,889
2021-01-22,4053,889
2021-01-23,4060,896
2021-01-24,4067,896
2021-01-25,4074,896
2021-01-26,4074,896
2021-01-27,4088,896
2021-01-28,4102,903
2021-01-29,4137,910
2021-01-30,4172,917
2021-01-31,4207,931
2021-02-01,4228,931
2021-02-02,4263,938
2021-02-03,4291,945
2021-02-04,4333,952
2021-02-05,4354,959
2021-02-06,4368,959
2021-02-07,4382,959
2021-02-08,4389,966
2021-02-09,4417,973
2021-02-10,4466,987
2021-02-11,4585,1015
2021-02-12,4718,1036
2021-02-13,4781,1043
2021-02-14,4795,1043
2021-02-15,4830,1050
2021-02-16,4886,1057
2021-02-17,4928,1071
2021-02-18,4998,1085
2021-02-19,5040,1099
2021-02-20,5068,1099
2021-02-21,5089,1099
2021-02-22,5145,1106
2021-02-23,5215,1120
2021-02-24,5348,1155
2021-02-25,5474,1176
2021-02-26,5614,1204
2021-02-27,5754,1225
2021-02-28,5845,1246
2021-03-01,5908,1253
2021-03-02,6307,1330
2021-03-03,7063,1491
2021-03-04,7637,1617
2021-03-05,8617,1806
2021-03-06,9100,1911
2021-03-07,9128,1918
2021-03-08,9373,1981
2021-03-09,10080,2128
2021-03-10,11326,2387
2021-03-11,12278,2639
2021-03-12,13244,2849
2021-03-13,14063,3052
2021-03-14,14182,3080
2021-03-15,14672,3185
2021-03-16,16212,3500
2021-03-17,19005,4074
2021-03-18,22099,4739
2021-03-19,25599,5516
2021-03-20,29722,6482
2021-03-21,30212,6580
2021-03-22,32025,6944
2021-03-23,38367,8239
2021-03-24,45696,9709
2021-03-25,45808,9716
total,919485,184548
