,False
2020-12-08,112
2020-12-09,371
2020-12-10,609
2020-12-11,840
2020-12-12,1029
2020-12-13,1218
2020-12-14,1442
2020-12-15,1792
2020-12-16,2240
2020-12-17,2870
2020-12-18,3409
2020-12-19,3934
2020-12-20,4599
2020-12-21,5439
2020-12-22,6146
2020-12-23,7098
2020-12-24,7588
2020-12-25,7588
2020-12-26,7595
2020-12-27,7728
2020-12-28,7973
2020-12-29,8561
2020-12-30,10010
2020-12-31,11340
2021-01-01,11676
2021-01-02,12061
2021-01-03,12376
2021-01-04,12971
2021-01-05,14133
2021-01-06,15876
2021-01-07,18459
2021-01-08,21077
2021-01-09,23394
2021-01-10,24654
2021-01-11,26502
2021-01-12,28819
2021-01-13,31486
2021-01-14,34545
2021-01-15,37968
2021-01-16,40908
2021-01-17,42931
2021-01-18,45213
2021-01-19,47985
2021-01-20,50911
2021-01-21,54026
2021-01-22,57666
2021-01-23,60627
2021-01-24,62559
2021-01-25,64512
2021-01-26,66843
2021-01-27,69048
2021-01-28,71358
2021-01-29,74158
2021-01-30,76363
2021-01-31,78043
2021-02-01,79604
2021-02-02,81473
2021-02-03,83573
2021-02-04,85820
2021-02-05,88172
2021-02-06,90349
2021-02-07,91777
2021-02-08,93023
2021-02-09,94822
2021-02-10,97636
2021-02-11,101612
2021-02-12,106722
2021-02-13,112203
2021-02-14,114961
2021-02-15,117831
2021-02-16,125300
2021-02-17,136563
2021-02-18,146461
2021-02-19,155232
2021-02-20,164143
2021-02-21,168294
2021-02-22,172627
2021-02-23,181524
2021-02-24,198786
2021-02-25,221025
2021-02-26,248024
2021-02-27,270690
2021-02-28,286622
2021-03-01,303205
2021-03-02,324331
2021-03-03,351526
2021-03-04,389074
2021-03-05,426027
2021-03-06,464947
2021-03-07,484764
2021-03-08,508522
2021-03-09,529655
2021-03-10,551397
2021-03-11,572642
2021-03-12,600908
2021-03-13,636769
2021-03-14,655221
2021-03-15,675577
2021-03-16,693154
2021-03-17,707707
2021-03-18,722386
2021-03-19,738269
2021-03-20,755468
2021-03-21,762559
2021-03-22,768565
2021-03-23,773647
2021-03-24,778750
total,915754
