,0,1,2,3,4,5,6,7,8,9
2020-11-29,0,0,0,0,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0,0,0,0,0
2020-12-01,0,0,0,0,0,0,0,0,0,0
2020-12-02,0,0,0,0,0,0,0,0,0,0
2020-12-03,0,0,0,0,0,0,0,0,0,0
2020-12-04,0,0,0,0,0,0,0,0,0,0
2020-12-05,0,0,0,0,0,0,0,0,0,0
2020-12-06,0,0,0,0,0,0,0,0,0,0
2020-12-07,0,0,0,0,0,0,0,0,0,0
2020-12-08,637,0,539,7,231,56,224,112,203,203
2020-12-09,1820,14,2002,28,525,168,672,371,546,546
2020-12-10,3059,35,3913,49,889,280,1120,609,826,833
2020-12-11,4361,49,5726,70,1225,399,1568,840,1127,1183
2020-12-12,5803,56,7014,84,1589,497,2002,1029,1449,1526
2020-12-13,6902,63,8190,91,1785,574,2303,1218,1673,1785
2020-12-14,8323,70,10108,126,2079,679,2702,1442,2009,2100
2020-12-15,10598,168,31311,238,2618,889,3374,1792,2569,2632
2020-12-16,13384,357,66360,392,3157,1113,4249,2240,3325,3360
2020-12-17,16674,532,97755,840,3857,1407,5306,2870,4200,4228
2020-12-18,19873,714,118020,1253,4564,1729,6321,3409,5019,5089
2020-12-19,22617,833,142863,1743,5166,2037,7133,3934,5726,5761
2020-12-20,26313,938,164682,2086,5880,2387,8211,4599,6776,6706
2020-12-21,30926,1057,177688,2520,6811,2800,9604,5439,8085,7987
2020-12-22,35105,1204,201992,2891,7770,3206,10948,6139,9135,9135
2020-12-23,40705,1666,219212,3248,8953,3710,12586,7091,10514,10472
2020-12-24,43547,2177,223013,3437,9485,3955,13335,7574,11172,11158
2020-12-25,43568,2177,223013,3437,9492,3955,13342,7574,11172,11158
2020-12-26,43750,2177,223020,3437,9513,3962,13370,7581,11193,11193
2020-12-27,44709,2177,223209,3444,9611,4025,13587,7714,11403,11389
2020-12-28,46340,2177,223678,3486,9849,4137,13944,7959,11676,11746
2020-12-29,50442,3066,231553,3710,10507,4466,15001,8547,12509,12670
2020-12-30,59514,7819,250964,5117,12250,5264,17374,9996,14595,14833
2020-12-31,68348,11494,264712,6636,13846,6069,19775,11326,16653,16933
2021-01-01,70728,12026,267267,7063,14266,6251,20412,11662,17157,17514
2021-01-02,73850,12299,269626,7686,14672,6433,21112,12047,17752,18165
2021-01-03,76538,12397,271145,7763,14959,6566,21721,12369,18200,18683
2021-01-04,81228,12572,272538,7833,15554,6853,22771,12964,19103,19628
2021-01-05,89621,13188,275562,8050,16646,7378,24752,14119,20916,21630
2021-01-06,101010,14462,282996,10031,18410,8211,27433,15869,23387,24185
2021-01-07,117222,18326,317303,18410,21294,9583,31689,18459,27132,27923
2021-01-08,134722,23723,358274,28938,25396,11130,36358,21077,31059,31962
2021-01-09,150339,27342,395262,36519,30303,12558,40320,23394,34615,35567
2021-01-10,160706,28266,412104,40292,32025,13251,42749,24661,36638,37807
2021-01-11,175616,31668,420091,42938,34475,14105,46263,26516,39704,41076
2021-01-12,194054,36904,444675,48594,37905,15316,50673,28833,43575,45157
2021-01-13,214193,41944,482867,62426,42175,16856,55601,31507,47838,49658
2021-01-14,236285,47810,521528,77224,48202,18690,60893,34580,52577,54607
2021-01-15,260918,55755,570360,95004,55720,20825,66983,38010,57827,60221
2021-01-16,282450,60823,628887,109291,62251,22659,72408,40957,62328,64953
2021-01-17,298004,62762,653807,114954,65842,23814,75936,42980,65422,68243
2021-01-18,316078,66843,667408,120687,69965,25081,80010,45276,68971,72058
2021-01-19,336413,70735,708813,148484,79884,26908,84826,48055,73003,76335
2021-01-20,359065,74235,753158,183309,95277,29148,90258,50995,77490,80857
2021-01-21,382067,79338,791574,222222,114681,31801,95935,54124,82012,85799
2021-01-22,407687,88172,841883,280770,147630,35595,102823,57799,87087,91371
2021-01-23,428617,90993,883316,352422,190043,38843,108388,60760,91203,95725
2021-01-24,441161,91994,895223,377090,206647,40754,111671,62692,93709,98378
2021-01-25,456358,92743,907214,396634,222313,42602,115612,64659,96733,101549
2021-01-26,473823,93821,921697,423976,245049,44905,120281,67004,100058,105126
2021-01-27,490245,94843,933548,450191,270438,47642,124670,69223,103222,108640
2021-01-28,507052,95914,948633,494935,315147,51380,129430,71554,106512,112161
2021-01-29,525049,97111,964229,566188,376859,55951,134841,74361,110166,115920
2021-01-30,539532,97629,975352,631778,458262,59619,139314,76559,113148,118972
2021-01-31,550704,97832,979706,664895,509180,63406,142415,78246,115290,121296
2021-02-01,561113,98385,985376,689675,556493,69132,145411,79807,117292,123459
2021-02-02,572152,99057,991277,710255,621453,75068,148960,81683,119574,125867
2021-02-03,584297,99988,997304,728672,715918,83167,153027,83797,122129,128366
2021-02-04,597352,101031,1003310,745115,820043,93457,158018,86051,124817,131208
2021-02-05,609952,102095,1008980,758331,921592,104832,162911,88403,127484,133980
2021-02-06,621019,102676,1012872,770812,1066506,121107,168042,90580,129983,136507
2021-02-07,627634,102900,1014699,776097,1137675,130466,170821,92008,131544,138033
2021-02-08,634599,103502,1017954,781438,1199016,142310,173761,93261,132958,139566
2021-02-09,643146,104335,1021741,787675,1275232,169680,178115,95060,134848,141428
2021-02-10,652799,105567,1026319,792708,1339555,214039,184380,97874,137053,143507
2021-02-11,664202,106974,1030498,797839,1403549,277802,193711,101836,140000,146097
2021-02-12,677376,108423,1034474,802305,1457729,351225,207431,106932,143514,149478
2021-02-13,691803,109011,1036994,805938,1506029,436247,222229,112406,146944,152831
2021-02-14,699727,109144,1037946,807142,1520869,473221,230300,115164,149107,154875
2021-02-15,709086,109823,1039416,808374,1533308,513576,239253,118020,151319,157017
2021-02-16,721987,110481,1040809,809676,1548141,567287,268996,125482,155624,160629
2021-02-17,740117,111202,1042272,811034,1565193,627025,325108,136710,162701,166264
2021-02-18,758884,111937,1043623,812175,1580775,673477,378777,146594,169561,171801
2021-02-19,776279,112679,1044785,813085,1594019,709520,419958,155330,175406,176449
2021-02-20,793884,113015,1045464,813862,1606829,740663,462315,164206,181013,181314
