,False
2020-11-29,0
2020-11-30,0
2020-12-01,7
2020-12-02,7
2020-12-03,7
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,14
2020-12-08,147
2020-12-09,392
2020-12-10,665
2020-12-11,994
2020-12-12,1239
2020-12-13,1365
2020-12-14,1645
2020-12-15,2184
2020-12-16,2821
2020-12-17,3668
2020-12-18,4564
2020-12-19,5453
2020-12-20,6503
2020-12-21,7665
2020-12-22,8750
2020-12-23,9975
2020-12-24,10535
2020-12-25,10549
2020-12-26,10591
2020-12-27,10717
2020-12-28,10969
2020-12-29,11893
2020-12-30,13832
2020-12-31,15652
2021-01-01,16177
2021-01-02,16751
2021-01-03,17143
2021-01-04,17843
2021-01-05,19271
2021-01-06,21455
2021-01-07,24892
2021-01-08,29050
2021-01-09,32816
2021-01-10,34811
2021-01-11,37002
2021-01-12,39984
2021-01-13,43911
2021-01-14,48692
2021-01-15,54243
2021-01-16,58541
2021-01-17,61131
2021-01-18,64400
2021-01-19,68698
2021-01-20,73836
2021-01-21,81151
2021-01-22,90300
2021-01-23,99435
2021-01-24,104510
2021-01-25,109193
2021-01-26,115073
2021-01-27,122437
2021-01-28,133196
2021-01-29,148085
2021-01-30,164213
2021-01-31,179557
2021-02-01,196224
2021-02-02,213990
2021-02-03,235529
2021-02-04,264523
2021-02-05,301756
2021-02-06,349363
2021-02-07,376495
2021-02-08,410473
2021-02-09,478191
2021-02-10,582932
2021-02-11,735784
2021-02-12,913731
2021-02-13,1104348
2021-02-14,1182825
2021-02-15,1269842
2021-02-16,1387596
2021-02-17,1513253
2021-02-18,1619226
2021-02-19,1693916
2021-02-20,1759464
2021-02-21,1783439
2021-02-22,1815807
2021-02-23,1854237
2021-02-24,1903363
2021-02-25,1952811
2021-02-26,1997800
2021-02-27,2029132
2021-02-28,2043986
2021-03-01,2055193
2021-03-02,2066827
2021-03-03,2080253
2021-03-04,2097991
2021-03-05,2117297
2021-03-06,2134496
2021-03-07,2139046
2021-03-08,2146466
2021-03-09,2152871
2021-03-10,2159325
2021-03-11,2165457
2021-03-12,2174200
2021-03-13,2185421
2021-03-14,2191077
2021-03-15,2197741
2021-03-16,2203789
2021-03-17,2208752
2021-03-18,2211440
2021-03-19,2214443
2021-03-20,2217467
2021-03-21,2218643
2021-03-22,2219910
2021-03-23,2221226
2021-03-24,2221828
2021-03-25,2221835
total,2473184
