,F,M
2020-12-21,0,0
2020-12-22,0,0
2020-12-23,0,0
2020-12-24,0,0
2020-12-25,0,0
2020-12-26,0,0
2020-12-27,0,0
2020-12-28,0,0
2020-12-29,0,0
2020-12-30,0,0
2020-12-31,7,0
2021-01-01,35,0
2021-01-02,49,7
2021-01-03,49,7
2021-01-04,63,21
2021-01-05,91,28
2021-01-06,133,42
2021-01-07,231,70
2021-01-08,588,161
2021-01-09,987,252
2021-01-10,1169,301
2021-01-11,1694,427
2021-01-12,2380,595
2021-01-13,3108,763
2021-01-14,3955,1008
2021-01-15,5068,1316
2021-01-16,5761,1512
2021-01-17,6076,1596
2021-01-18,6790,1799
2021-01-19,7525,1988
2021-01-20,8407,2282
2021-01-21,9611,2653
2021-01-22,11445,3164
2021-01-23,12621,3535
2021-01-24,13216,3724
2021-01-25,14014,4011
2021-01-26,14952,4417
2021-01-27,15722,4795
2021-01-28,16548,5173
2021-01-29,17444,5572
2021-01-30,18291,5901
2021-01-31,18830,6118
2021-02-01,19348,6391
2021-02-02,19915,6650
2021-02-03,20538,6951
2021-02-04,21301,7322
2021-02-05,22337,7826
2021-02-06,23422,8442
2021-02-07,24108,8792
2021-02-08,24640,9100
2021-02-09,25312,9422
2021-02-10,26047,9821
2021-02-11,26985,10318
2021-02-12,28273,11081
2021-02-13,29946,11921
2021-02-14,31003,12460
2021-02-15,32095,13097
2021-02-16,33194,13692
2021-02-17,34678,14602
2021-02-18,36533,15827
2021-02-19,38353,16919
2021-02-20,40817,18424
2021-02-21,41958,19180
2021-02-22,43435,20167
2021-02-23,44996,21371
2021-02-24,46662,22568
2021-02-25,49119,24304
2021-02-26,51506,25907
2021-02-27,53865,27559
2021-02-28,55405,28595
2021-03-01,57029,29617
2021-03-02,59108,31108
2021-03-03,62636,33978
2021-03-04,67438,37737
2021-03-05,73479,42735
2021-03-06,80024,48174
2021-03-07,82481,50379
2021-03-08,85925,53501
2021-03-09,91301,58828
2021-03-10,98406,66192
2021-03-11,107653,75866
2021-03-12,122514,91364
2021-03-13,147427,118139
2021-03-14,160363,133203
2021-03-15,184856,159747
2021-03-16,212170,190099
2021-03-17,236796,218442
2021-03-18,261485,246225
2021-03-19,287938,276794
2021-03-20,318010,313278
2021-03-21,331618,331023
2021-03-22,343154,346339
2021-03-23,353262,359058
2021-03-24,361956,369719
2021-03-25,361956,369719
total,594930,583667
