,F,M
2020-11-30,0,0
2020-12-01,7,0
2020-12-02,7,7
2020-12-03,7,7
2020-12-04,7,7
2020-12-05,7,7
2020-12-06,7,7
2020-12-07,7,7
2020-12-08,203,84
2020-12-09,469,210
2020-12-10,826,343
2020-12-11,1204,518
2020-12-12,1519,630
2020-12-13,1624,672
2020-12-14,1876,784
2020-12-15,2415,994
2020-12-16,3108,1260
2020-12-17,3892,1610
2020-12-18,4781,2009
2020-12-19,5621,2471
2020-12-20,6573,3010
2020-12-21,7665,3416
2020-12-22,8687,3836
2020-12-23,9751,4347
2020-12-24,10227,4571
2020-12-25,10234,4578
2020-12-26,10297,4606
2020-12-27,10437,4648
2020-12-28,10675,4725
2020-12-29,11550,5159
2020-12-30,13181,6013
2020-12-31,14714,6881
2021-01-01,15218,7119
2021-01-02,15974,7567
2021-01-03,16394,7791
2021-01-04,17031,8057
2021-01-05,18529,8827
2021-01-06,20265,9604
2021-01-07,23597,11529
2021-01-08,27685,14105
2021-01-09,31661,16604
2021-01-10,33593,17738
2021-01-11,36078,19369
2021-01-12,39739,21707
2021-01-13,45353,25571
2021-01-14,52577,30793
2021-01-15,60186,36197
2021-01-16,65177,39480
2021-01-17,68201,42021
2021-01-18,71890,44730
2021-01-19,81046,52164
2021-01-20,94248,63308
2021-01-21,112434,78708
2021-01-22,138572,100632
2021-01-23,170968,128849
2021-01-24,187117,143234
2021-01-25,199724,154301
2021-01-26,216902,169785
2021-01-27,237692,188132
2021-01-28,269178,216657
2021-01-29,321629,263767
2021-01-30,381927,317919
2021-01-31,421883,354137
2021-02-01,457268,387254
2021-02-02,503195,430451
2021-02-03,565110,488915
2021-02-04,630525,550536
2021-02-05,700721,616448
2021-02-06,783517,691908
2021-02-07,818853,724038
2021-02-08,855260,758436
2021-02-09,894614,795326
2021-02-10,929096,826910
2021-02-11,960932,855701
2021-02-12,990367,882070
2021-02-13,1017534,905058
2021-02-14,1024660,911344
2021-02-15,1032010,918029
2021-02-16,1040039,925456
2021-02-17,1050063,934850
2021-02-18,1060059,943971
2021-02-19,1068326,951307
2021-02-20,1076852,958482
2021-02-21,1079736,960932
2021-02-22,1083943,964761
2021-02-23,1092896,972405
2021-02-24,1105958,982863
2021-02-25,1122821,995533
2021-02-26,1139558,1007538
2021-02-27,1154251,1017422
2021-02-28,1159284,1020775
2021-03-01,1164093,1024254
2021-03-02,1169497,1028020
2021-03-03,1175440,1032115
2021-03-04,1183574,1037799
2021-03-05,1193472,1044316
2021-03-06,1202915,1050427
2021-03-07,1205799,1052247
2021-03-08,1208858,1054403
2021-03-09,1212113,1056657
2021-03-10,1215263,1058666
2021-03-11,1217895,1060493
2021-03-12,1219148,1061284
total,1431024,1224447
