,F,M
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,133,84
2020-12-09,441,231
2020-12-10,749,364
2020-12-11,1064,497
2020-12-12,1358,637
2020-12-13,1561,735
2020-12-14,1841,861
2020-12-15,2296,1071
2020-12-16,2919,1323
2020-12-17,3675,1624
2020-12-18,4396,1918
2020-12-19,4977,2156
2020-12-20,5726,2478
2020-12-21,6734,2863
2020-12-22,7679,3262
2020-12-23,8792,3787
2020-12-24,9282,4046
2020-12-25,9282,4053
2020-12-26,9303,4060
2020-12-27,9464,4123
2020-12-28,9709,4228
2020-12-29,10493,4508
2020-12-30,12215,5159
2020-12-31,13979,5789
2021-01-01,14427,5957
2021-01-02,14910,6160
2021-01-03,15365,6314
2021-01-04,16086,6608
2021-01-05,17514,7112
2021-01-06,19432,7791
2021-01-07,22435,8890
2021-01-08,25431,10038
2021-01-09,27923,10906
2021-01-10,29477,11466
2021-01-11,31430,12208
2021-01-12,33845,13153
2021-01-13,36736,14147
2021-01-14,39606,15239
2021-01-15,42770,16408
2021-01-16,45892,17500
2021-01-17,48146,18270
2021-01-18,50309,19089
2021-01-19,52983,20125
2021-01-20,55713,21280
2021-01-21,58072,22295
2021-01-22,60522,23506
2021-01-23,62937,24521
2021-01-24,64498,25193
2021-01-25,66087,25935
2021-01-26,67872,26705
2021-01-27,69636,27538
2021-01-28,71540,28406
2021-01-29,73605,29379
2021-01-30,75299,30219
2021-01-31,76629,30933
2021-02-01,77700,31556
2021-02-02,78995,32298
2021-02-03,80507,33236
2021-02-04,82089,34405
2021-02-05,83146,35035
2021-02-06,83909,35497
2021-02-07,84378,35791
2021-02-08,84910,36120
2021-02-09,85862,36862
2021-02-10,87290,38206
2021-02-11,89705,41090
2021-02-12,92316,44142
2021-02-13,94164,46235
2021-02-14,95179,47383
2021-02-15,95963,48307
2021-02-16,104741,60200
2021-02-17,123396,84938
2021-02-18,138516,105091
2021-02-19,149198,119511
2021-02-20,156268,128996
2021-02-21,157934,131327
2021-02-22,159376,133336
2021-02-23,171990,150549
2021-02-24,191240,176638
2021-02-25,209979,201383
2021-02-26,229208,227206
2021-02-27,242179,244762
2021-02-28,244853,248374
2021-03-01,245322,248941
2021-03-02,245798,249494
2021-03-03,246890,250817
2021-03-04,247772,251846
2021-03-05,248073,252224
2021-03-06,248486,252637
2021-03-07,248535,252693
2021-03-08,248584,252728
2021-03-09,248801,252924
2021-03-10,249186,253302
2021-03-11,249543,253694
2021-03-12,249914,254079
2021-03-13,250355,254597
2021-03-14,250432,254660
2021-03-15,250488,254702
2021-03-16,250551,254751
2021-03-17,250796,255017
2021-03-18,251027,255276
2021-03-19,251195,255500
2021-03-20,251356,255710
2021-03-21,251391,255731
2021-03-22,251440,255773
2021-03-23,251615,255927
2021-03-24,251944,256312
2021-03-25,252287,256676
2021-03-26,252574,257040
2021-03-27,252784,257306
2021-03-28,252854,257376
2021-03-29,252910,257432
2021-03-30,253036,257544
2021-03-31,253239,257803
2021-04-01,253554,258090
2021-04-02,253750,258279
2021-04-03,253848,258363
2021-04-04,253862,258377
2021-04-05,253890,258412
2021-04-06,253911,258426
2021-04-07,254009,258510
2021-04-08,254142,258629
2021-04-09,254331,258804
2021-04-10,254513,258979
2021-04-11,254597,259070
2021-04-12,254625,259098
2021-04-13,254653,259126
2021-04-14,254716,259175
2021-04-15,254786,259259
2021-04-16,254919,259378
2021-04-17,255073,259518
2021-04-18,255157,259616
2021-04-19,255199,259637
2021-04-20,255241,259651
2021-04-21,255304,259693
total,820617,933639
