,False
2020-12-29,77
2020-12-30,217
2020-12-31,343
2021-01-01,357
2021-01-02,560
2021-01-03,777
2021-01-04,1127
2021-01-05,1568
2021-01-06,2121
2021-01-07,2751
2021-01-08,3388
2021-01-09,3731
2021-01-10,4249
2021-01-11,4501
2021-01-12,4648
2021-01-13,4718
2021-01-14,4788
2021-01-15,4830
2021-01-16,4865
2021-01-17,4893
2021-01-18,4907
2021-01-19,4949
2021-01-20,4984
2021-01-21,5026
2021-01-22,5061
2021-01-23,5089
2021-01-24,5103
2021-01-25,5117
2021-01-26,5124
2021-01-27,5138
2021-01-28,5159
2021-01-29,5229
2021-01-30,5306
2021-01-31,5397
2021-02-01,5467
2021-02-02,5537
2021-02-03,5628
2021-02-04,5761
2021-02-05,5859
2021-02-06,5880
2021-02-07,5894
2021-02-08,5929
2021-02-09,6048
2021-02-10,6230
2021-02-11,6419
2021-02-12,6594
2021-02-13,6706
2021-02-14,6741
2021-02-15,6839
2021-02-16,7000
2021-02-17,7224
2021-02-18,7420
2021-02-19,7623
2021-02-20,7763
2021-02-21,7896
2021-02-22,8141
2021-02-23,8512
2021-02-24,9037
2021-02-25,9674
2021-02-26,10325
2021-02-27,10906
2021-02-28,11284
2021-03-01,11697
2021-03-02,12362
2021-03-03,13202
2021-03-04,13951
2021-03-05,14658
2021-03-06,15190
2021-03-07,15547
2021-03-08,16310
2021-03-09,17479
2021-03-10,19047
2021-03-11,20692
2021-03-12,22162
2021-03-13,23030
2021-03-14,23597
2021-03-15,24780
2021-03-16,26635
2021-03-17,28966
total,1739773
