,False
2020-11-29,0
2020-11-30,0
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,0
2020-12-05,0
2020-12-06,0
2020-12-07,0
2020-12-08,56
2020-12-09,168
2020-12-10,280
2020-12-11,399
2020-12-12,497
2020-12-13,574
2020-12-14,679
2020-12-15,889
2020-12-16,1113
2020-12-17,1407
2020-12-18,1729
2020-12-19,2037
2020-12-20,2387
2020-12-21,2800
2020-12-22,3206
2020-12-23,3710
2020-12-24,3955
2020-12-25,3955
2020-12-26,3962
2020-12-27,4025
2020-12-28,4137
2020-12-29,4466
2020-12-30,5264
2020-12-31,6069
2021-01-01,6251
2021-01-02,6433
2021-01-03,6566
2021-01-04,6853
2021-01-05,7378
2021-01-06,8211
2021-01-07,9583
2021-01-08,11130
2021-01-09,12558
2021-01-10,13251
2021-01-11,14105
2021-01-12,15316
2021-01-13,16856
2021-01-14,18690
2021-01-15,20825
2021-01-16,22659
2021-01-17,23814
2021-01-18,25081
2021-01-19,26908
2021-01-20,29148
2021-01-21,31801
2021-01-22,35595
2021-01-23,38843
2021-01-24,40754
2021-01-25,42602
2021-01-26,44905
2021-01-27,47642
2021-01-28,51380
2021-01-29,55951
2021-01-30,59619
2021-01-31,63406
2021-02-01,69132
2021-02-02,75068
2021-02-03,83167
2021-02-04,93457
2021-02-05,104832
2021-02-06,121107
2021-02-07,130466
2021-02-08,142310
2021-02-09,169680
2021-02-10,214039
2021-02-11,277802
2021-02-12,351225
2021-02-13,436247
2021-02-14,473221
2021-02-15,513576
2021-02-16,567287
2021-02-17,627025
2021-02-18,673477
2021-02-19,709520
2021-02-20,740663
2021-02-21,752563
2021-02-22,769230
2021-02-23,788228
2021-02-24,813526
2021-02-25,837039
2021-02-26,860160
2021-02-27,876078
2021-02-28,884520
2021-03-01,889784
2021-03-02,895370
2021-03-03,901943
2021-03-04,911309
2021-03-05,920913
2021-03-06,929537
2021-03-07,931609
2021-03-08,934990
2021-03-09,938147
2021-03-10,941115
2021-03-11,943873
2021-03-12,948171
2021-03-13,953624
2021-03-14,956361
2021-03-15,959882
2021-03-16,962836
2021-03-17,965216
2021-03-18,967820
2021-03-19,970116
2021-03-20,973168
2021-03-21,974043
2021-03-22,975128
2021-03-23,976262
2021-03-24,977445
2021-03-25,978649
2021-03-26,979825
2021-03-27,981309
2021-03-28,981988
2021-03-29,982716
2021-03-30,983528
2021-03-31,984333
2021-04-01,984865
2021-04-02,985117
2021-04-03,985376
2021-04-04,985488
2021-04-05,985565
2021-04-06,985789
2021-04-07,986132
2021-04-08,986482
2021-04-09,986874
2021-04-10,987252
2021-04-11,987392
2021-04-12,987581
2021-04-13,987791
2021-04-14,987994
2021-04-15,988211
2021-04-16,988428
2021-04-17,988659
2021-04-18,988750
2021-04-19,988848
2021-04-20,989002
2021-04-21,989177
total,1071931
