,False
2020-12-15,0
2020-12-16,0
2020-12-17,0
2020-12-18,0
2020-12-19,0
2020-12-20,0
2020-12-21,0
2020-12-22,0
2020-12-23,7
2020-12-24,7
2020-12-25,7
2020-12-26,7
2020-12-27,7
2020-12-28,7
2020-12-29,21
2020-12-30,35
2020-12-31,49
2021-01-01,56
2021-01-02,56
2021-01-03,56
2021-01-04,140
2021-01-05,273
2021-01-06,420
2021-01-07,714
2021-01-08,1428
2021-01-09,2093
2021-01-10,2415
2021-01-11,3367
2021-01-12,4403
2021-01-13,5684
2021-01-14,7259
2021-01-15,9373
2021-01-16,10920
2021-01-17,11564
2021-01-18,12936
2021-01-19,14161
2021-01-20,15708
2021-01-21,17983
2021-01-22,20538
2021-01-23,22694
2021-01-24,23639
2021-01-25,25074
2021-01-26,26635
2021-01-27,28329
2021-01-28,29953
2021-01-29,31983
2021-01-30,33572
2021-01-31,34643
2021-02-01,35707
2021-02-02,36953
2021-02-03,38290
2021-02-04,39970
2021-02-05,42385
2021-02-06,45115
2021-02-07,46382
2021-02-08,48139
2021-02-09,50036
2021-02-10,51940
2021-02-11,53753
2021-02-12,56672
2021-02-13,60788
2021-02-14,63140
2021-02-15,65807
2021-02-16,68579
2021-02-17,71505
2021-02-18,75005
2021-02-19,79331
2021-02-20,86009
2021-02-21,88704
2021-02-22,91742
2021-02-23,94822
2021-02-24,98420
2021-02-25,103005
2021-02-26,108458
2021-02-27,115647
2021-02-28,120057
2021-03-01,124971
2021-03-02,130151
2021-03-03,136192
2021-03-04,146335
2021-03-05,160048
2021-03-06,173026
2021-03-07,177562
2021-03-08,183505
2021-03-09,188769
2021-03-10,195741
2021-03-11,203700
2021-03-12,209321
2021-03-13,209321
total,1780856
