,0,1,2,3,4,5,6,7,8,9
2021-02-23,265503,84245,278306,430941,1031562,493066,212009,70840,66325,64309
2021-02-24,275786,84763,279125,431452,1038457,507794,226919,78848,69195,66885
2021-02-25,288743,85225,280056,432096,1049391,522970,246491,92533,73388,70266
2021-02-26,302736,85645,280889,432621,1058533,537201,266448,110313,77371,73766
2021-02-27,317856,85876,281295,432985,1067157,547974,285775,126735,81382,77455
2021-02-28,327852,85974,281414,433132,1071728,554687,295043,141127,83958,79982
2021-03-01,337799,86254,281785,433398,1076565,559790,305844,157388,86597,82544
2021-03-02,347830,86611,282338,433748,1081542,565089,319193,178192,90160,85687
2021-03-03,363601,87031,282940,434119,1088836,571298,344246,204806,96481,90223
2021-03-04,382641,87556,283710,434693,1098790,580440,381150,241752,104986,96803
2021-03-05,405188,88144,284522,435379,1108401,589939,423038,278026,115913,103768
2021-03-06,429660,88452,285019,435855,1118054,598423,468454,316155,127624,111510
2021-03-07,437920,88515,285117,435974,1120693,600467,479465,335517,132279,113666
2021-03-08,446432,88718,285376,436219,1123913,603820,492310,359226,138831,115899
2021-03-09,455749,88921,285761,436485,1127371,606886,506149,379365,149359,118965
2021-03-10,465661,89145,286146,436688,1130283,609462,521080,398258,161455,122262
2021-03-11,465661,89145,286146,436688,1130283,609462,521080,398258,161455,122262
total,13703319,130998,1119664,866551,2021880,1073310,1736077,916706,1178807,1296008
