,F,M
2020-12-29,98,56
2020-12-30,329,126
2020-12-31,546,217
2021-01-01,609,245
2021-01-02,875,329
2021-01-03,1071,406
2021-01-04,1561,560
2021-01-05,2198,791
2021-01-06,3038,1064
2021-01-07,4088,1372
2021-01-08,5145,1680
2021-01-09,5873,1932
2021-01-10,6853,2233
2021-01-11,7392,2401
2021-01-12,7721,2534
2021-01-13,7924,2618
2021-01-14,8113,2688
2021-01-15,8211,2723
2021-01-16,8274,2758
2021-01-17,8323,2786
2021-01-18,8372,2800
2021-01-19,8421,2821
2021-01-20,8498,2856
2021-01-21,8561,2884
2021-01-22,8603,2891
2021-01-23,8652,2912
2021-01-24,8680,2933
2021-01-25,8708,2947
2021-01-26,8729,2954
2021-01-27,8757,2982
2021-01-28,8834,3003
2021-01-29,8981,3045
2021-01-30,9128,3108
2021-01-31,9268,3171
2021-02-01,9373,3199
2021-02-02,9443,3227
2021-02-03,9618,3276
2021-02-04,9842,3353
2021-02-05,9947,3395
2021-02-06,9975,3402
2021-02-07,9996,3416
2021-02-08,10052,3430
2021-02-09,10206,3507
2021-02-10,10465,3563
2021-02-11,10717,3647
2021-02-12,10990,3724
2021-02-13,11144,3766
2021-02-14,11186,3794
2021-02-15,11277,3829
2021-02-16,11487,3899
2021-02-17,11767,4004
2021-02-18,12103,4109
2021-02-19,12376,4200
2021-02-20,12544,4256
2021-02-21,12733,4305
2021-02-22,13083,4424
2021-02-23,13671,4606
2021-02-24,14462,4865
2021-02-25,15456,5180
2021-02-26,16450,5516
2021-02-27,17269,5810
2021-02-28,17780,5985
2021-03-01,18473,6209
2021-03-02,19656,6573
2021-03-03,21231,7000
2021-03-04,22932,7434
2021-03-05,24290,7840
2021-03-06,25137,8057
2021-03-07,25592,8183
2021-03-08,26971,8603
2021-03-09,29148,9191
2021-03-10,31745,9954
2021-03-11,34132,10703
2021-03-12,36505,11417
2021-03-13,37849,11851
2021-03-14,38633,12082
2021-03-15,40537,12621
2021-03-16,43680,13545
2021-03-17,47600,14679
2021-03-18,50288,15428
2021-03-19,52710,16100
2021-03-20,54187,16506
2021-03-21,55020,16730
2021-03-22,57071,17353
2021-03-23,59682,18207
2021-03-24,61376,18725
2021-03-25,61383,18732
total,1523914,1573796
