,F,M
2020-12-17,0,0
2020-12-18,0,0
2020-12-19,0,0
2020-12-20,0,0
2020-12-21,0,0
2020-12-22,0,0
2020-12-23,0,0
2020-12-24,0,0
2020-12-25,0,0
2020-12-26,0,0
2020-12-27,0,0
2020-12-28,0,0
2020-12-29,7,0
2020-12-30,7,0
2020-12-31,14,7
2021-01-01,14,7
2021-01-02,14,7
2021-01-03,21,7
2021-01-04,49,14
2021-01-05,112,28
2021-01-06,168,56
2021-01-07,336,98
2021-01-08,749,203
2021-01-09,1106,301
2021-01-10,1267,357
2021-01-11,1778,511
2021-01-12,2401,665
2021-01-13,3101,819
2021-01-14,3934,1085
2021-01-15,5054,1498
2021-01-16,5838,1722
2021-01-17,6195,1848
2021-01-18,6867,2037
2021-01-19,7462,2254
2021-01-20,8155,2541
2021-01-21,9282,2961
2021-01-22,10696,3514
2021-01-23,11900,4060
2021-01-24,12376,4312
2021-01-25,13104,4620
2021-01-26,13923,4977
2021-01-27,14868,5481
2021-01-28,15785,6006
2021-01-29,16779,6559
2021-01-30,17626,6979
2021-01-31,18144,7252
2021-02-01,18942,7672
2021-02-02,19691,8113
2021-02-03,20552,8638
2021-02-04,21987,9786
2021-02-05,23828,11116
2021-02-06,25711,12313
2021-02-07,26761,12978
2021-02-08,27895,13622
2021-02-09,29260,14560
2021-02-10,30723,15596
2021-02-11,32438,16779
2021-02-12,35819,19530
2021-02-13,40236,22750
2021-02-14,43043,24920
2021-02-15,45738,26838
2021-02-16,48433,28770
2021-02-17,50904,30443
2021-02-18,54117,32585
2021-02-19,57918,35259
2021-02-20,63329,39501
2021-02-21,64792,40621
2021-02-22,67312,42518
2021-02-23,70700,44961
2021-02-24,77553,50134
2021-02-25,87255,57792
2021-02-26,99869,68635
2021-02-27,112728,80171
2021-02-28,121835,88872
2021-03-01,133028,99764
2021-03-02,146874,113190
2021-03-03,163331,129913
2021-03-04,183512,149723
2021-03-05,207221,173467
2021-03-06,230951,198310
2021-03-07,243642,212247
2021-03-08,259175,230314
2021-03-09,273371,246736
2021-03-10,287448,262276
2021-03-11,299936,276059
2021-03-12,305256,281960
2021-03-13,305270,281974
total,630483,588189
