,F,M
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,147,63
2020-12-09,385,140
2020-12-10,686,252
2020-12-11,1008,378
2020-12-12,1253,455
2020-12-13,1407,497
2020-12-14,1701,602
2020-12-15,2254,812
2020-12-16,2905,1029
2020-12-17,3864,1281
2020-12-18,4816,1554
2020-12-19,5558,1771
2020-12-20,6545,2079
2020-12-21,7784,2464
2020-12-22,9009,2828
2020-12-23,10353,3213
2020-12-24,11011,3437
2020-12-25,11018,3437
2020-12-26,11088,3479
2020-12-27,11235,3542
2020-12-28,11501,3626
2020-12-29,12495,3948
2020-12-30,14413,4487
2020-12-31,16233,5026
2021-01-01,16807,5194
2021-01-02,17486,5383
2021-01-03,18025,5530
2021-01-04,19068,5859
2021-01-05,21007,6419
2021-01-06,23702,7140
2021-01-07,27230,8064
2021-01-08,30968,9009
2021-01-09,34216,9863
2021-01-10,36554,10430
2021-01-11,39354,11186
2021-01-12,42637,12082
2021-01-13,46298,13069
2021-01-14,49917,14119
2021-01-15,53599,15169
2021-01-16,56490,16030
2021-01-17,58863,16632
2021-01-18,61551,17458
2021-01-19,64617,18431
2021-01-20,67851,19516
2021-01-21,70735,20440
2021-01-22,73682,21385
2021-01-23,75887,22169
2021-01-24,77413,22638
2021-01-25,79107,23275
2021-01-26,81228,24045
2021-01-27,83321,24794
2021-01-28,85547,25599
2021-01-29,87815,26460
2021-01-30,89663,27146
2021-01-31,90965,27706
2021-02-01,92267,28287
2021-02-02,93870,28938
2021-02-03,95480,29638
2021-02-04,96971,30240
2021-02-05,98091,30716
2021-02-06,98917,30996
2021-02-07,99309,31150
2021-02-08,99911,31395
2021-02-09,100891,31836
2021-02-10,102053,32382
2021-02-11,103250,32991
2021-02-12,104384,33579
2021-02-13,105154,33957
2021-02-14,105441,34125
2021-02-15,105917,34328
2021-02-16,107527,35406
2021-02-17,110880,37709
2021-02-18,113946,39760
2021-02-19,116053,41216
2021-02-20,117047,41923
2021-02-21,117425,42210
2021-02-22,117992,42630
2021-02-23,120897,44786
2021-02-24,125510,48209
2021-02-25,130403,52010
2021-02-26,134589,54957
2021-02-27,137361,57064
2021-02-28,137949,57456
2021-03-01,138138,57589
2021-03-02,138411,57750
2021-03-03,138740,57918
2021-03-04,139139,58114
2021-03-05,139517,58338
2021-03-06,139699,58478
2021-03-07,139804,58555
2021-03-08,139979,58639
2021-03-09,140245,58772
2021-03-10,140553,58933
2021-03-11,140973,59192
2021-03-12,141554,59626
2021-03-13,141834,59878
2021-03-14,142002,60025
2021-03-15,142240,60193
2021-03-16,142583,60424
2021-03-17,142933,60641
2021-03-18,143626,61173
2021-03-19,144284,61775
2021-03-20,144613,62062
2021-03-21,144711,62125
2021-03-22,144879,62251
2021-03-23,145362,62671
2021-03-24,145600,62846
2021-03-25,145600,62846
total,883421,918176
