,F,M
2020-12-16,0,0
2020-12-17,0,0
2020-12-18,0,7
2020-12-19,0,7
2020-12-20,7,7
2020-12-21,14,7
2020-12-22,21,14
2020-12-23,35,21
2020-12-24,35,21
2020-12-25,35,21
2020-12-26,35,21
2020-12-27,35,21
2020-12-28,42,21
2020-12-29,42,28
2020-12-30,56,49
2020-12-31,56,49
2021-01-01,70,63
2021-01-02,98,84
2021-01-03,98,84
2021-01-04,105,98
2021-01-05,147,119
2021-01-06,182,140
2021-01-07,700,483
2021-01-08,3136,1946
2021-01-09,7700,4816
2021-01-10,9401,5887
2021-01-11,12789,8288
2021-01-12,19467,12705
2021-01-13,28000,18151
2021-01-14,40558,26495
2021-01-15,54628,35217
2021-01-16,67886,43631
2021-01-17,73402,47152
2021-01-18,83587,53578
2021-01-19,95816,61383
2021-01-20,107975,68565
2021-01-21,137116,87605
2021-01-22,174692,111930
2021-01-23,208677,133903
2021-01-24,218561,140490
2021-01-25,233975,150010
2021-01-26,251454,160510
2021-01-27,266805,169757
2021-01-28,282331,179116
2021-01-29,296443,187306
2021-01-30,307356,193851
2021-01-31,310317,195664
2021-02-01,316974,199346
2021-02-02,324289,203070
2021-02-03,331520,206759
2021-02-04,339220,210812
2021-02-05,347179,214991
2021-02-06,352961,218078
2021-02-07,355607,219604
2021-02-08,360409,222152
2021-02-09,365855,224938
2021-02-10,372120,228060
2021-02-11,377692,230825
2021-02-12,383096,233597
2021-02-13,386589,235480
2021-02-14,387863,236124
2021-02-15,389949,237202
2021-02-16,391846,238168
2021-02-17,393673,239085
2021-02-18,395437,239960
2021-02-19,396914,240709
2021-02-20,397901,241227
2021-02-21,398237,241416
2021-02-22,399091,241871
2021-02-23,400246,242522
2021-02-24,401471,243061
2021-02-25,402682,243747
2021-02-26,403823,244328
2021-02-27,404453,244671
2021-02-28,404684,244776
2021-03-01,405272,245077
2021-03-02,406098,245504
2021-03-03,406938,245987
2021-03-04,408135,246596
2021-03-05,409451,247331
2021-03-06,410242,247793
2021-03-07,410445,247905
2021-03-08,410893,248164
2021-03-09,411551,248507
2021-03-10,412272,248878
2021-03-11,412972,249270
2021-03-12,413658,249718
2021-03-13,414183,250026
2021-03-14,414372,250145
2021-03-15,414764,250376
2021-03-16,415296,250663
2021-03-17,415786,250908
2021-03-18,416108,251076
2021-03-19,416472,251286
2021-03-20,416710,251440
2021-03-21,416787,251489
2021-03-22,416962,251580
2021-03-23,417277,251790
2021-03-24,417382,251860
total,1481886,1076908
