,False
2020-12-29,77
2020-12-30,217
2020-12-31,343
2021-01-01,357
2021-01-02,560
2021-01-03,784
2021-01-04,1134
2021-01-05,1575
2021-01-06,2135
2021-01-07,2765
2021-01-08,3402
2021-01-09,3745
2021-01-10,4263
2021-01-11,4515
2021-01-12,4662
2021-01-13,4732
2021-01-14,4802
2021-01-15,4844
2021-01-16,4886
2021-01-17,4907
2021-01-18,4928
2021-01-19,4963
2021-01-20,5005
2021-01-21,5047
2021-01-22,5075
2021-01-23,5110
2021-01-24,5124
2021-01-25,5138
2021-01-26,5145
2021-01-27,5159
2021-01-28,5180
2021-01-29,5250
2021-01-30,5327
2021-01-31,5418
2021-02-01,5488
2021-02-02,5558
2021-02-03,5656
2021-02-04,5782
2021-02-05,5880
2021-02-06,5908
2021-02-07,5915
2021-02-08,5950
2021-02-09,6069
2021-02-10,6251
2021-02-11,6440
2021-02-12,6615
2021-02-13,6727
2021-02-14,6769
2021-02-15,6860
2021-02-16,7021
2021-02-17,7252
2021-02-18,7448
2021-02-19,7651
2021-02-20,7791
2021-02-21,7924
2021-02-22,8176
2021-02-23,8547
2021-02-24,9072
2021-02-25,9709
2021-02-26,10360
2021-02-27,10941
2021-02-28,11319
2021-03-01,11739
2021-03-02,12404
2021-03-03,13251
2021-03-04,14007
2021-03-05,14721
2021-03-06,15260
2021-03-07,15624
2021-03-08,16387
2021-03-09,17563
2021-03-10,19138
2021-03-11,20811
2021-03-12,22302
2021-03-13,23177
2021-03-14,23758
2021-03-15,24955
2021-03-16,26915
2021-03-17,29477
2021-03-18,32431
2021-03-19,35098
2021-03-20,36869
2021-03-21,38087
2021-03-22,40320
2021-03-23,43470
2021-03-24,47460
2021-03-25,47460
total,1743238
