,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2021-01-05,17871,224,1092,56,70,105,133,1505,497,105,1092,105,315,70,91,252,3325,0,154,4221
2021-01-06,19999,252,1211,56,77,112,154,1694,539,112,1211,112,378,77,98,280,3724,0,175,4683
2021-01-07,22680,294,1365,63,91,133,175,1932,623,133,1365,133,434,91,112,322,4270,0,203,5292
2021-01-08,25788,329,1540,70,105,154,189,2149,707,154,1519,154,497,105,126,350,4851,0,238,5971
2021-01-09,28497,350,1673,77,119,161,203,2373,784,168,1617,168,539,119,133,378,5320,0,266,6580
2021-01-10,30429,371,1764,84,126,168,217,2506,819,175,1694,182,567,126,140,392,5656,0,287,7063
2021-01-11,32655,399,1911,91,140,182,224,2646,861,189,1799,210,623,133,147,427,6076,0,308,7595
2021-01-12,35315,427,2044,98,147,189,238,2835,903,196,1918,231,686,147,154,469,6573,0,329,8141
2021-01-13,38101,455,2226,105,161,203,252,3052,966,217,2058,266,798,168,168,490,7133,0,371,8750
2021-01-14,41181,476,2422,119,175,224,273,3276,1050,252,2219,301,896,196,182,525,7714,0,406,9380
2021-01-15,44401,511,2639,133,189,238,301,3500,1120,287,2373,329,1008,210,196,574,8309,0,455,10010
2021-01-16,46963,532,2779,154,196,252,315,3675,1190,322,2464,364,1050,217,203,595,8771,0,483,10535
2021-01-17,48797,553,2870,154,203,259,329,3829,1232,336,2527,378,1092,224,210,609,9072,0,504,10955
2021-01-18,51198,574,3017,161,217,266,343,3969,1274,350,2604,399,1155,238,217,630,9499,0,532,11487
2021-01-19,54005,616,3178,182,238,280,357,4123,1337,371,2702,427,1253,259,231,665,10017,0,560,12033
2021-01-20,56826,644,3346,196,252,301,371,4284,1400,406,2807,448,1344,280,245,700,10577,0,588,12614
2021-01-21,59507,665,3514,196,273,308,385,4445,1449,434,2898,483,1435,294,252,735,11074,0,623,13160
2021-01-22,62328,700,3675,210,287,315,406,4592,1491,455,2982,511,1512,322,259,749,11606,0,651,13699
2021-01-23,64799,714,3822,231,301,329,420,4704,1540,490,3052,525,1568,343,273,784,12096,0,672,14182
2021-01-24,66416,728,3913,238,308,329,427,4802,1575,497,3108,546,1610,350,280,791,12390,0,686,14490
2021-01-25,68089,749,4004,245,315,336,441,4858,1610,504,3157,560,1666,357,280,812,12705,0,700,14805
2021-01-26,70028,763,4116,252,329,343,455,4949,1645,518,3206,581,1722,378,287,826,13104,0,721,15197
2021-01-27,72107,784,4235,259,343,350,462,5047,1687,539,3262,602,1799,392,294,847,13489,0,735,15631
2021-01-28,74543,805,4389,266,357,357,483,5187,1750,567,3318,623,1883,406,301,868,13923,0,749,16072
2021-01-29,77154,819,4529,280,378,364,497,5362,1820,595,3388,665,1967,420,322,896,14441,0,777,16562
2021-01-30,79387,840,4662,287,378,378,511,5558,1897,623,3472,700,2023,434,329,924,14861,0,791,16954
2021-01-31,81417,861,4816,301,385,385,525,5747,1967,651,3570,728,2072,441,336,945,15246,0,812,17402
2021-02-01,83223,889,5012,308,399,392,539,5838,2023,693,3626,756,2142,448,350,973,15610,0,833,17773
2021-02-02,85596,910,5250,322,413,399,567,6006,2121,756,3724,791,2226,476,364,1015,16093,0,847,18207
2021-02-03,88179,931,5481,336,427,413,588,6181,2247,826,3843,833,2310,497,385,1057,16702,0,882,18725
2021-02-04,90328,952,5600,350,441,420,602,6349,2338,868,3948,875,2380,511,392,1078,17115,0,917,19103
2021-02-05,91665,966,5698,357,455,420,616,6454,2394,882,3990,889,2422,518,399,1092,17423,0,938,19383
2021-02-06,92645,987,5796,357,455,427,623,6678,2450,889,4109,903,2443,525,399,1113,17682,0,945,19614
2021-02-07,93212,994,5873,364,455,427,630,6727,2464,896,4137,910,2457,532,406,1127,17794,0,952,19747
2021-02-08,94010,1001,5936,371,469,434,637,6755,2478,896,4165,924,2492,539,413,1141,17997,0,966,19915
2021-02-09,95718,1022,6020,378,476,434,637,6902,2541,924,4228,938,2548,546,420,1155,18368,0,980,20244
2021-02-10,98189,1057,6321,385,483,448,658,7378,2688,966,4403,973,2632,567,434,1211,18872,0,1015,20692
2021-02-11,102214,1141,6818,399,511,469,700,8071,2884,1043,4746,1057,2772,595,469,1288,19593,0,1057,21308
2021-02-12,106239,1218,7266,427,532,483,735,8652,3115,1092,5089,1120,2891,623,483,1393,20370,0,1078,22211
2021-02-13,109144,1267,7483,434,539,490,763,8939,3276,1113,5292,1162,2947,644,504,1428,21021,0,1106,22974
2021-02-14,110481,1288,7574,441,539,497,770,9023,3297,1127,5334,1169,2961,644,518,1442,21287,0,1113,23338
2021-02-15,112224,1323,7791,448,553,511,777,9156,3367,1183,5411,1204,3017,658,525,1477,21679,0,1120,23681
2021-02-16,126077,1491,8855,497,588,553,868,9954,3766,1372,5852,1344,3234,742,623,1652,24066,0,1232,26019
2021-02-17,158039,1855,11004,602,658,651,1050,11298,4606,1799,6650,1596,3612,868,777,1995,30611,0,1743,32508
2021-02-18,187999,2163,12880,700,714,735,1232,12565,5453,2226,7364,1841,3934,987,910,2303,35882,0,2030,37765
2021-02-19,206703,2352,14000,756,770,784,1323,13398,5887,2436,7833,2009,4207,1064,1029,2464,39683,0,2184,41188
2021-02-20,215747,2429,14665,791,798,812,1365,13783,6104,2506,8057,2093,4319,1092,1099,2569,41174,0,2240,42889
2021-02-21,219632,2443,14791,791,798,826,1379,13930,6174,2527,8106,2107,4340,1099,1113,2597,41559,0,2268,43477
2021-02-22,222292,2485,15022,798,812,833,1400,14238,6307,2625,8239,2135,4424,1120,1127,2625,42014,0,2324,44016
2021-02-23,246925,2695,16765,896,882,910,1512,15239,6930,2982,8890,2359,4781,1204,1253,2877,45955,0,2471,48272
2021-02-24,289303,3094,19572,1043,994,1036,1771,16590,7882,3493,9856,2723,5334,1421,1477,3304,53816,0,2940,56315
2021-02-25,329147,3430,22078,1176,1078,1162,1988,18151,9037,3976,10724,3052,5873,1589,1736,3780,61061,0,3381,64575
2021-02-26,367591,3738,24164,1295,1169,1260,2177,19572,10045,4319,11480,3353,6300,1729,1932,4123,68320,0,3878,71897
2021-02-27,393386,3927,25802,1407,1239,1337,2317,20503,10619,4662,12054,3542,6671,1848,2086,4382,72765,0,4193,77399
2021-02-28,397194,3962,26229,1421,1253,1351,2359,20685,10731,4753,12166,3584,6741,1876,2121,4438,73458,0,4235,78232
2021-03-01,397943,3962,26299,1421,1253,1351,2366,20692,10738,4795,12180,3591,6762,1883,2128,4445,73605,0,4235,78421
2021-03-02,398608,3969,26327,1428,1253,1358,2366,20727,10745,4795,12194,3591,6762,1883,2128,4445,73773,0,4242,78533
2021-03-03,399749,3976,26404,1428,1260,1365,2366,20818,10801,4844,12229,3605,6783,1883,2142,4459,74053,0,4242,78778
2021-03-04,401156,3983,26474,1428,1260,1365,2380,20853,10815,4844,12250,3612,6797,1890,2142,4466,74235,0,4270,79128
2021-03-05,402675,3997,26579,1435,1267,1372,2387,20909,10850,4858,12285,3626,6825,1897,2156,4480,74501,0,4291,79730
2021-03-06,403319,4004,26635,1435,1267,1372,2394,20944,10864,4865,12306,3633,6839,1904,2163,4480,74606,0,4298,79898
2021-03-07,403410,4004,26656,1442,1267,1372,2394,20958,10871,4865,12320,3633,6846,1904,2163,4487,74627,0,4298,79912
2021-03-08,403536,4011,26670,1442,1267,1379,2401,20965,10871,4865,12327,3640,6853,1904,2163,4487,74655,0,4298,79933
2021-03-09,403998,4018,26698,1442,1267,1379,2401,20979,10878,4865,12341,3640,6853,1911,2163,4487,74732,0,4305,80059
2021-03-10,404509,4018,26733,1442,1274,1379,2408,20993,10885,4872,12355,3640,6874,1911,2163,4494,74858,0,4312,80227
2021-03-11,405510,4025,26782,1449,1274,1386,2415,21014,10934,4879,12383,3654,6888,1918,2170,4501,75019,0,4319,80577
2021-03-12,406294,4032,26838,1449,1281,1393,2422,21056,10955,4879,12390,3661,6895,1918,2170,4508,75194,0,4347,80794
2021-03-13,406833,4032,26880,1456,1281,1393,2429,21070,10962,4879,12404,3668,6902,1918,2177,4515,75278,0,4354,80983
2021-03-14,406882,4032,26901,1456,1281,1393,2429,21077,10962,4886,12411,3675,6909,1918,2177,4522,75292,0,4354,80997
2021-03-15,406987,4039,26915,1456,1281,1393,2429,21084,10969,4886,12418,3675,6916,1925,2177,4522,75320,0,4354,81039
2021-03-16,407281,4039,26929,1456,1288,1393,2429,21091,10976,4886,12425,3682,6923,1925,2177,4529,75390,0,4368,81123
2021-03-17,407659,4039,26943,1456,1288,1400,2429,21126,10990,4886,12446,3682,6930,1925,2184,4529,75481,0,4375,81277
2021-03-18,407876,4039,26957,1456,1288,1400,2429,21140,10997,4886,12446,3682,6937,1925,2184,4536,75516,0,4375,81354
total,1345561,14301,138432,9065,6818,5432,11886,66836,62573,25116,42903,26061,44275,13608,9772,23240,257726,0,16814,305739
