,F,M
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,329,364
2020-12-09,672,728
2020-12-10,1176,1204
2020-12-11,1820,1855
2020-12-12,2289,2345
2020-12-13,2387,2429
2020-12-14,3073,3059
2020-12-15,12425,11648
2020-12-16,30100,27468
2020-12-17,47397,42231
2020-12-18,62027,54453
2020-12-19,80178,69447
2020-12-20,93457,80059
2020-12-21,102424,87290
2020-12-22,118223,100625
2020-12-23,130711,110978
2020-12-24,134169,113932
2020-12-25,134169,113939
2020-12-26,134183,113946
2020-12-27,134211,113974
2020-12-28,134323,114058
2020-12-29,138824,117593
2020-12-30,148932,125272
2020-12-31,156373,130634
2021-01-01,158312,132013
2021-01-02,161406,134365
2021-01-03,161854,134673
2021-01-04,162526,135282
2021-01-05,165585,137725
2021-01-06,171500,142408
2021-01-07,193872,160097
2021-01-08,224280,183596
2021-01-09,255521,207186
2021-01-10,269325,217903
2021-01-11,275079,222285
2021-01-12,289471,233478
2021-01-13,315175,253183
2021-01-14,344757,275023
2021-01-15,379750,301210
2021-01-16,410508,323771
2021-01-17,422954,333123
2021-01-18,428148,337134
2021-01-19,452907,356055
2021-01-20,469742,368417
2021-01-21,477876,374178
2021-01-22,487130,381038
2021-01-23,494228,385896
2021-01-24,496307,387380
2021-01-25,497280,388150
2021-01-26,498057,388801
2021-01-27,499100,389592
2021-01-28,502978,392448
2021-01-29,507325,395451
2021-01-30,510069,397383
2021-01-31,511917,398678
2021-02-01,512918,399322
2021-02-02,513583,399763
2021-02-03,514486,400351
2021-02-04,515004,400708
2021-02-05,515207,400841
2021-02-06,515277,400876
2021-02-07,515305,400904
2021-02-08,515368,400925
2021-02-09,515522,401037
2021-02-10,515746,401219
2021-02-11,516103,401450
2021-02-12,516369,401632
2021-02-13,516523,401730
2021-02-14,516565,401758
2021-02-15,516628,401779
2021-02-16,516761,401870
2021-02-17,516985,402031
2021-02-18,517237,402185
2021-02-19,517363,402255
2021-02-20,517419,402276
2021-02-21,517433,402283
2021-02-22,517468,402311
2021-02-23,517650,402423
2021-02-24,517916,402577
2021-02-25,518259,402794
2021-02-26,518567,403018
2021-02-27,518749,403144
2021-02-28,518826,403200
2021-03-01,518861,403235
2021-03-02,519260,403578
2021-03-03,520555,404684
2021-03-04,522039,405944
2021-03-05,522886,406567
2021-03-06,523201,406819
2021-03-07,523243,406847
2021-03-08,523320,406889
2021-03-09,524188,407680
2021-03-10,525518,408814
2021-03-11,526904,409969
2021-03-12,527408,410403
total,834743,603757
