,F,M
2020-12-08,140,63
2020-12-09,392,147
2020-12-10,609,217
2020-12-11,875,308
2020-12-12,1134,385
2020-12-13,1323,455
2020-12-14,1575,525
2020-12-15,1946,679
2020-12-16,2478,875
2020-12-17,3185,1036
2020-12-18,3850,1232
2020-12-19,4361,1393
2020-12-20,5096,1603
2020-12-21,6125,1855
2020-12-22,7000,2128
2020-12-23,8022,2443
2020-12-24,8533,2618
2020-12-25,8533,2618
2020-12-26,8561,2625
2020-12-27,8708,2674
2020-12-28,8995,2751
2020-12-29,9688,2968
2020-12-30,11424,3395
2020-12-31,13083,3829
2021-01-01,13517,3948
2021-01-02,14028,4088
2021-01-03,14441,4193
2021-01-04,15169,4375
2021-01-05,16709,4788
2021-01-06,18704,5271
2021-01-07,21588,5978
2021-01-08,24437,6734
2021-01-09,26915,7343
2021-01-10,28483,7749
2021-01-11,30520,8281
2021-01-12,33033,8925
2021-01-13,35840,9653
2021-01-14,38878,10423
2021-01-15,42091,11326
2021-01-16,45087,12026
2021-01-17,47355,12614
2021-01-18,49616,13195
2021-01-19,52206,13902
2021-01-20,54803,14623
2021-01-21,57267,15323
2021-01-22,59668,15995
2021-01-23,61782,16611
2021-01-24,63196,17003
2021-01-25,64680,17507
2021-01-26,66325,18032
2021-01-27,68054,18585
2021-01-28,69832,19159
2021-01-29,71708,19726
2021-01-30,73101,20202
2021-01-31,74235,20636
2021-02-01,75201,21007
2021-02-02,76314,21413
2021-02-03,77462,21875
2021-02-04,78652,22323
2021-02-05,79527,22687
2021-02-06,80178,22911
2021-02-07,80563,23044
2021-02-08,81018,23226
2021-02-09,81662,23499
2021-02-10,82376,23835
2021-02-11,83272,24269
2021-02-12,84161,24745
2021-02-13,84770,25039
2021-02-14,85106,25207
2021-02-15,85491,25368
2021-02-16,86632,26152
2021-02-17,88823,27580
2021-02-18,90650,28791
2021-02-19,91882,29617
2021-02-20,92743,30170
2021-02-21,92974,30380
2021-02-22,93296,30583
2021-02-23,95116,31836
2021-02-24,97622,33628
2021-02-25,100065,35399
2021-02-26,102669,37296
2021-02-27,104258,38549
2021-02-28,104650,38843
2021-03-01,104776,38906
2021-03-02,104923,39011
2021-03-03,105112,39116
2021-03-04,105259,39207
2021-03-05,105357,39270
2021-03-06,105525,39375
2021-03-07,105581,39410
2021-03-08,105623,39438
2021-03-09,105693,39473
2021-03-10,105777,39543
2021-03-11,105917,39641
2021-03-12,106057,39753
2021-03-13,106204,39886
2021-03-14,106358,40054
2021-03-15,106421,40117
2021-03-16,106484,40145
2021-03-17,106659,40299
total,640493,655620
