,False
2020-12-29,98
2020-12-30,266
2020-12-31,448
2021-01-01,532
2021-01-02,721
2021-01-03,833
2021-01-04,1218
2021-01-05,1792
2021-01-06,2450
2021-01-07,3290
2021-01-08,4144
2021-01-09,4767
2021-01-10,5537
2021-01-11,6013
2021-01-12,6342
2021-01-13,6566
2021-01-14,6769
2021-01-15,6867
2021-01-16,6930
2021-01-17,6986
2021-01-18,7035
2021-01-19,7091
2021-01-20,7168
2021-01-21,7217
2021-01-22,7259
2021-01-23,7301
2021-01-24,7343
2021-01-25,7371
2021-01-26,7392
2021-01-27,7434
2021-01-28,7511
2021-01-29,7623
2021-01-30,7756
2021-01-31,7868
2021-02-01,7931
2021-02-02,7980
2021-02-03,8092
2021-02-04,8239
2021-02-05,8295
2021-02-06,8316
2021-02-07,8323
2021-02-08,8365
2021-02-09,8470
2021-02-10,8638
2021-02-11,8778
2021-02-12,8932
2021-02-13,9016
2021-02-14,9044
2021-02-15,9114
2021-02-16,9261
2021-02-17,9450
2021-02-18,9674
2021-02-19,9863
2021-02-20,9954
2021-02-21,10080
2021-02-22,10318
2021-02-23,10759
2021-02-24,11389
2021-02-25,12159
2021-02-26,12922
2021-02-27,13594
2021-02-28,13993
2021-03-01,14539
2021-03-02,15498
2021-03-03,16758
2021-03-04,18130
2021-03-05,19264
2021-03-06,19894
2021-03-07,20237
2021-03-08,21301
2021-03-09,23044
2021-03-10,25102
2021-03-11,26894
2021-03-12,28623
2021-03-13,29596
2021-03-14,30128
2021-03-15,31563
2021-03-16,33894
2021-03-17,36757
2021-03-18,38318
2021-03-19,38332
total,1801548
