,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2020-12-29,49,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7
2020-12-30,133,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,28,0,0,49
2020-12-31,238,0,14,0,0,0,0,14,0,0,7,0,0,0,0,0,49,0,0,84
2021-01-01,280,0,14,0,0,0,0,21,0,0,7,0,0,0,0,0,56,0,0,105
2021-01-02,378,0,21,0,0,0,0,28,7,0,14,0,0,0,0,7,77,0,0,133
2021-01-03,441,0,28,0,0,0,0,42,7,0,21,0,0,0,0,7,91,0,0,154
2021-01-04,630,0,42,0,0,0,0,56,7,0,42,7,0,0,0,14,140,0,7,224
2021-01-05,931,7,63,0,0,7,7,91,7,7,56,7,7,0,0,14,210,0,14,322
2021-01-06,1253,7,84,0,0,7,7,119,21,7,77,14,21,0,0,28,280,0,14,455
2021-01-07,1631,21,112,0,0,14,14,175,35,7,112,14,28,0,7,35,385,0,21,637
2021-01-08,2037,21,147,0,0,14,14,231,42,7,133,21,42,0,7,49,483,0,28,805
2021-01-09,2366,28,175,0,0,21,21,259,49,7,154,21,56,0,7,49,546,0,35,917
2021-01-10,2779,28,210,0,0,21,21,287,56,14,175,21,56,7,7,56,644,0,42,1050
2021-01-11,3031,35,231,7,0,21,21,308,63,14,189,21,63,7,14,56,707,0,49,1134
2021-01-12,3192,35,238,7,0,21,21,315,70,14,203,21,70,7,14,56,756,0,49,1183
2021-01-13,3297,35,245,7,0,21,28,336,70,14,210,21,70,7,14,56,791,0,49,1232
2021-01-14,3381,35,259,7,7,21,28,350,70,14,217,21,77,7,14,63,819,0,49,1267
2021-01-15,3430,35,259,7,7,21,28,350,70,21,224,21,77,7,21,63,826,0,56,1288
2021-01-16,3458,35,259,7,7,21,28,357,77,21,224,28,77,7,21,63,840,0,56,1302
2021-01-17,3486,42,259,7,7,21,28,364,77,21,224,28,77,7,21,63,840,0,56,1316
2021-01-18,3514,42,266,7,7,21,28,364,77,21,224,28,77,7,21,63,847,0,56,1330
2021-01-19,3535,42,266,7,7,21,28,364,77,21,231,28,77,7,21,63,861,0,56,1337
2021-01-20,3570,42,273,7,7,21,28,378,77,21,231,28,77,7,21,63,861,0,56,1351
2021-01-21,3591,42,273,7,7,21,28,385,84,21,231,28,77,7,21,63,868,0,56,1358
2021-01-22,3605,42,273,7,7,21,28,392,84,21,231,28,77,7,21,63,875,0,56,1372
2021-01-23,3619,42,273,7,7,21,28,392,84,21,231,28,77,7,21,63,875,0,56,1379
2021-01-24,3633,42,273,7,7,21,28,399,84,21,231,28,77,7,21,63,889,0,56,1386
2021-01-25,3647,42,280,7,7,21,28,399,84,21,231,28,77,7,21,63,896,0,56,1400
2021-01-26,3654,42,280,7,7,21,35,399,84,21,231,28,77,7,21,63,896,0,63,1400
2021-01-27,3661,42,287,7,7,21,35,406,84,21,231,28,77,7,21,63,903,0,63,1407
2021-01-28,3696,42,287,7,7,21,35,406,91,21,238,28,84,7,21,63,924,0,63,1414
2021-01-29,3745,49,294,7,7,21,35,420,91,21,245,28,84,7,21,70,931,0,70,1435
2021-01-30,3822,49,294,7,7,21,35,427,91,21,245,28,84,7,21,70,945,0,70,1456
2021-01-31,3878,49,301,7,7,28,35,441,91,21,245,28,84,7,28,70,952,0,70,1477
2021-02-01,3906,49,308,7,7,28,35,441,91,21,245,28,84,7,28,70,959,0,70,1491
2021-02-02,3934,49,308,7,7,28,35,441,91,21,252,28,84,14,28,70,959,0,70,1498
2021-02-03,4004,49,308,7,7,28,35,448,91,21,252,35,84,14,28,77,973,0,70,1512
2021-02-04,4074,49,315,7,7,28,35,462,91,21,259,35,84,14,28,77,987,0,70,1554
2021-02-05,4095,49,315,7,7,28,35,462,91,21,259,35,84,14,28,77,1001,0,77,1561
2021-02-06,4102,49,315,7,7,28,35,469,91,21,266,35,84,14,28,77,1001,0,77,1561
2021-02-07,4109,49,315,7,7,28,35,469,91,21,266,35,84,14,28,77,1001,0,77,1568
2021-02-08,4130,49,315,7,7,28,35,469,91,21,266,35,91,14,28,77,1008,0,77,1568
2021-02-09,4186,49,322,7,7,28,35,476,98,21,273,35,91,14,28,77,1022,0,77,1589
2021-02-10,4277,49,329,7,7,28,35,483,98,21,280,35,91,14,28,77,1036,0,77,1617
2021-02-11,4347,49,336,7,7,28,35,490,105,21,280,35,91,14,28,77,1057,0,77,1645
2021-02-12,4431,49,343,7,14,28,35,497,105,21,280,35,91,14,28,77,1071,0,77,1673
2021-02-13,4473,49,343,7,14,28,35,497,105,21,280,35,91,14,28,77,1078,0,84,1687
2021-02-14,4494,49,343,7,14,28,35,497,105,21,287,35,91,14,28,77,1085,0,84,1701
2021-02-15,4522,49,350,7,14,28,35,497,105,21,287,35,98,14,28,84,1092,0,84,1715
2021-02-16,4592,56,357,7,14,28,35,497,105,28,294,35,98,14,28,84,1113,0,84,1729
2021-02-17,4683,56,371,7,14,28,35,511,112,28,301,35,98,14,28,84,1134,0,91,1771
2021-02-18,4809,56,378,14,14,28,35,518,112,28,308,35,98,14,28,91,1162,0,91,1799
2021-02-19,4921,56,378,14,14,28,35,532,119,28,315,35,105,14,28,91,1183,0,91,1834
2021-02-20,4977,56,378,14,14,28,35,539,119,28,315,35,105,14,28,91,1190,0,91,1841
2021-02-21,5047,56,385,14,14,28,42,539,119,28,322,35,105,14,28,91,1211,0,91,1855
2021-02-22,5159,63,392,14,14,28,42,553,119,28,336,35,112,14,28,98,1232,0,91,1904
2021-02-23,5390,63,413,14,14,28,42,567,126,28,343,42,112,14,35,105,1288,0,98,1981
2021-02-24,5733,70,427,14,14,35,49,588,133,28,378,42,126,21,35,112,1344,0,98,2079
2021-02-25,6132,77,462,14,21,35,49,630,140,35,413,42,133,21,42,119,1421,0,105,2205
2021-02-26,6552,84,483,14,21,42,56,665,140,35,455,42,147,21,42,126,1498,0,112,2317
2021-02-27,6930,84,504,14,21,42,63,700,154,42,483,49,147,21,49,133,1561,0,119,2429
2021-02-28,7147,91,511,14,21,42,63,714,161,42,497,49,154,21,49,140,1617,0,119,2499
2021-03-01,7420,91,546,14,21,42,63,735,161,42,525,56,161,21,56,140,1680,0,119,2576
2021-03-02,7945,98,588,21,21,42,70,770,168,42,567,56,189,28,56,147,1778,0,126,2723
2021-03-03,8610,112,644,21,28,49,70,812,175,49,616,63,210,28,56,168,1904,0,140,2954
2021-03-04,9317,119,714,21,35,56,77,868,182,49,665,77,238,35,63,175,2058,0,147,3206
2021-03-05,9905,126,763,21,35,56,84,917,196,49,707,77,259,42,70,189,2177,0,154,3388
2021-03-06,10234,133,777,21,35,56,84,945,203,49,721,77,266,42,70,189,2247,0,161,3507
2021-03-07,10409,133,784,21,35,56,91,952,203,49,735,77,273,42,70,196,2296,0,168,3563
2021-03-08,10990,147,826,28,49,63,98,987,210,49,777,84,287,49,77,210,2408,0,175,3738
2021-03-09,11935,161,896,28,49,63,112,1043,217,56,847,91,315,56,77,224,2604,0,182,4025
2021-03-10,13048,175,980,28,56,70,119,1120,224,63,938,105,350,56,91,245,2828,0,196,4354
2021-03-11,14007,189,1043,35,56,77,126,1190,245,63,994,112,385,70,91,273,3031,0,210,4627
2021-03-12,14987,203,1099,35,63,84,133,1253,259,77,1050,126,413,77,98,294,3206,0,224,4893
2021-03-13,15533,203,1148,42,63,84,133,1281,266,84,1085,126,427,77,105,301,3311,0,231,5040
2021-03-14,15820,210,1169,42,63,84,140,1288,266,84,1099,133,441,77,105,301,3367,0,238,5138
2021-03-15,16583,224,1225,42,70,91,147,1337,273,84,1148,140,476,84,112,322,3528,0,252,5369
2021-03-16,17850,245,1316,49,70,98,161,1414,287,91,1218,154,532,91,119,343,3801,0,273,5719
2021-03-17,19306,273,1428,56,84,105,175,1526,301,98,1309,161,609,105,133,371,4130,0,294,6230
2021-03-18,20216,280,1477,56,84,112,175,1575,315,105,1351,168,644,112,133,385,4305,0,301,6461
2021-03-19,20223,280,1477,56,84,112,175,1575,315,105,1351,168,644,112,133,385,4312,0,301,6461
total,909825,11039,123501,5103,5397,3843,8484,36498,25249,9849,29750,19362,42819,9366,10129,22001,198576,0,15008,315693
