,1,2,3,4,5,6
2020-12-01,0,0,0,0,0,0
2020-12-02,0,0,0,0,0,0
2020-12-03,0,0,0,0,0,0
2020-12-04,0,0,0,0,0,0
2020-12-05,0,0,0,0,0,0
2020-12-06,0,0,0,0,0,0
2020-12-07,0,0,0,0,0,0
2020-12-08,98,0,7,0,0,84
2020-12-09,287,7,14,0,0,224
2020-12-10,434,7,28,7,0,343
2020-12-11,567,7,42,7,0,490
2020-12-12,728,7,49,14,0,630
2020-12-13,847,7,56,14,7,721
2020-12-14,1015,14,77,14,7,868
2020-12-15,1288,14,105,21,14,1113
2020-12-16,1680,21,133,35,14,1428
2020-12-17,2128,21,175,35,28,1792
2020-12-18,2534,28,210,42,28,2142
2020-12-19,2898,28,245,49,35,2443
2020-12-20,3444,42,301,56,42,2856
2020-12-21,4214,42,343,63,49,3339
2020-12-22,4774,56,385,70,49,3766
2020-12-23,5446,63,427,91,63,4375
2020-12-24,5761,70,455,98,70,4669
2020-12-25,5761,77,455,98,70,4676
2020-12-26,5775,77,455,98,70,4676
2020-12-27,5873,77,462,98,70,4774
2020-12-28,6013,77,476,105,70,4886
2020-12-29,6426,84,511,112,77,5257
2020-12-30,7476,98,595,133,84,6153
2020-12-31,8547,105,679,154,105,7000
2021-01-01,8799,112,686,161,112,7224
2021-01-02,9128,112,714,168,119,7434
2021-01-03,9345,119,735,175,119,7630
2021-01-04,9828,119,763,196,126,7987
2021-01-05,10801,133,819,210,133,8715
2021-01-06,12173,154,882,238,154,9681
2021-01-07,14217,168,1001,280,175,11165
2021-01-08,16380,189,1113,329,196,12698
2021-01-09,18333,210,1197,357,210,14119
2021-01-10,19432,224,1260,371,217,14938
2021-01-11,21182,238,1330,399,231,16107
2021-01-12,23359,259,1414,448,252,17577
2021-01-13,25704,287,1512,497,280,19257
2021-01-14,28392,315,1617,553,301,21063
2021-01-15,31437,343,1743,616,336,22981
2021-01-16,33936,364,1869,658,357,24745
2021-01-17,35658,385,1939,693,378,25963
2021-01-18,37625,413,2023,749,399,27342
2021-01-19,39900,434,2121,812,420,28861
2021-01-20,42469,469,2261,875,441,30492
2021-01-21,45080,504,2345,945,462,32179
2021-01-22,48013,539,2457,1008,497,34020
2021-01-23,50407,567,2562,1064,518,35511
2021-01-24,51884,581,2618,1106,539,36407
2021-01-25,53627,602,2695,1148,560,37520
2021-01-26,55475,623,2772,1197,581,38808
2021-01-27,57211,658,2856,1267,602,39998
2021-01-28,59080,679,2933,1337,623,41216
2021-01-29,61187,714,3024,1414,644,42532
2021-01-30,62972,735,3115,1449,658,43568
2021-01-31,64127,756,3199,1470,665,44415
2021-02-01,65282,770,3255,1512,679,45136
2021-02-02,66556,784,3346,1554,693,45969
2021-02-03,68005,805,3444,1603,707,46872
2021-02-04,69510,833,3549,1666,721,47838
2021-02-05,71015,861,3654,1715,742,48790
2021-02-06,72401,882,3731,1764,756,49735
2021-02-07,73304,889,3794,1792,763,50288
2021-02-08,74095,903,3857,1827,770,50799
2021-02-09,75138,917,3920,1855,777,51534
2021-02-10,76363,938,4032,1925,798,52297
2021-02-11,77945,966,4193,1995,826,53375
2021-02-12,80038,994,4333,2079,868,54509
2021-02-13,81935,1015,4529,2135,903,55727
2021-02-14,83076,1043,4718,2163,924,56462
2021-02-15,84280,1057,4830,2198,945,57295
2021-02-16,86814,1085,4991,2247,980,58786
2021-02-17,91133,1134,5236,2324,1036,61152
2021-02-18,95179,1176,5488,2408,1085,63567
2021-02-19,98721,1211,5719,2478,1141,65485
2021-02-20,102039,1246,5929,2534,1176,67473
2021-02-21,103488,1260,6069,2569,1211,68229
2021-02-22,105280,1274,6209,2618,1239,69216
2021-02-23,109158,1309,6412,2702,1302,71281
2021-02-24,113883,1344,6643,2800,1386,74165
2021-02-25,119644,1414,6993,2926,1498,77266
2021-02-26,126105,1491,7378,3073,1631,80724
2021-02-27,130907,1540,7644,3192,1701,83496
2021-02-28,133077,1568,7819,3248,1736,84700
2021-03-01,134827,1596,7938,3290,1771,85792
2021-03-02,137004,1624,8099,3353,1834,87101
2021-03-03,140693,1673,8351,3444,1939,89544
2021-03-04,145831,1722,8680,3556,2009,92554
2021-03-05,152663,1813,9065,3689,2163,96355
2021-03-06,159684,1897,9457,3843,2317,100611
2021-03-07,162547,1925,9632,3906,2345,102298
2021-03-08,166467,1960,9849,3962,2394,104650
2021-03-09,172319,2051,10304,4172,2534,108871
2021-03-10,179781,2121,10696,4291,2688,113743
total,646709,8330,33887,17822,12432,459613
